serial,title_eng,title_chi,language,author,detailed_authorship,publisher,ISBN_1,ISSN_1,medium_1,price_1_currency,price_1,ISBN_2,ISSN_2,medium_2,price_2_currency,price_2,location_of_publication,year_of_publication,format,details,edition
2011-04876,Studies in Romans (9-16). Teacher’s manual,"過新生活:研讀羅馬書.下,播道進修級導師本",Chinese,,,國際福音證主協會,978-988-15007-2-4,,,CNY,15.00,,,,,,香港,2010,29厘米109頁插圖,內容以簡體字排版,
2011-07014,,遍地芳菲的舞台藝術,Chinese,,鍾燕詩主編,香港話劇團,978-962-7323-12-9,,,$,150.00,,,,,,香港,2010,,附數碼影音光碟1隻,
2011-03478,The bottle love,遍地黃花,Chinese,藍天,藍天著,青森文化,978-988-8072-84-2,,,$,65.00,,,,,,香港,2011,,長篇浪漫愛情小說系列; 06,
2011-07099,We love tram,電車摰友,Chinese,電車友,電車友著,藍出版,978-988-19956-4-3,,,$,128.00,,,,,,香港,2011,,中英對照,
2011-03723,,電能實業有限公司2010年年報,Chinese,,,電能實業有限公司,,,,,,,,,,,香港,2011,,,
2011-04773,,電訊盈科有限公司2010年年報,Chinese,,,電訊盈科,,,,,,,,,,,香港,2011,,,
2011-05162,,電影少年. 2,Chinese,都戶利津,都戶利津著賴瑞琴譯,東立香港中文版,978-962-955-846-8,,,$,30.00,,,,,,香港,2011,,,
2011-04369,"Movie poster archive. 12, 2010 Hong Kong movies handbook","電影海報館. 12, 2010香港電影手冊",Chinese,,電影雙周刊編輯部編,電影雙周刊,978-988-17860-9-8,,,$,98.00,,,,,,香港,2011,,,
2011-04774,,雷士照明控股有限公司2010年度報告,Chinese,,,雷士照明控股有限公司,,,,,,,,,,,香港,2011,,,
2011-05174,,雷星傳Jupiter O.A. 7,Chinese,和智正喜,和智正喜著中崎冬漫畫陳書萍譯,東立香港中文版,978-986-10-5663-0,,,$,30.00,,,,,,香港,2010,,,
2011-04381,With praise and prayer,頌禱獻呈,Chinese,,蔣慧民編,基督教文藝,978-962-294-669-9,,,$,55.00,,,,,,香港,2011,27厘米65頁樂譜,部分內容以英文排版,
2011-03125,,嘉里建設有限公司二零一零年年報,Chinese,,,嘉里建設有限公司,,,,,,,,,,,香港,2011,,,
2011-05292,,嘉里建設有限公司二零一零年年報,Chinese,,,嘉里建設有限公司,,,,,,,,,,,香港,2011,,,
2011-05944,,嘉域集團有限公司二０一０年年報,Chinese,,,嘉域集團有限公司,,,,,,,,,,,香港,2011,,,
2011-03249,,圖解法家管理智慧,Chinese,鄒國良,鄒國良著,中華書局,978-988-8104-22-2,,,$,88.00,,,,,,香港,2011,,,
2011-04325,,圖解思考方法,Chinese,梁光耀,梁光耀著,非凡出版,978-988-8104-26-0,,,$,78.00,,,,,,香港,2011,,,
2011-07687,,圖解縱橫家攻心術,Chinese,蘇現民汪君豔,蘇現民汪君豔著,中華書局,978-988-8104-27-7,,,$,88.00,,,,,,香港,2011,,,
2011-04966,,圖說新撰組:輕輕鬆鬆3小時趣談日本幕末最夯的組織！！,Chinese,津田太愚,津田太愚原作つだゆみ漫畫楊斐萍編,萬里機構.萬里書店,978-962-14-4528-5,,,$,68.00,,,,,,香港,2011,,,
2011-04967,,圖說戰國武將:輕輕鬆鬆3小時一覽84位人氣名將！！,Chinese,津田太愚,津田太愚原作つだゆみ漫畫楊斐萍編,萬里機構.萬里書店,978-962-14-4500-1,,,$,62.00,,,,,,香港,2010,,,
2011-04715,,圖覺了義,Chinese,陳星翰,陳星翰著,中國新聞聯合,978-988-19574-7-4,,,,,,,,,,香港,2011,,內容以簡體字排版,
2011-05154,,塵影僧踪,Chinese,浮浮生,浮浮生著,佛教慈慧服務中心,978-962-644-102-2,,,$,50.00,,,,,,香港,2011,,,
2011-05276,,夢幻戰艦大和. 12,Chinese,本壯一,本壯一著黃宇萱譯,東立香港中文版,978-962-955-809-3,,,$,35.00,,,,,,香港,2010,,,
2011-07068,,夢裏那座山,Chinese,楊曉平,楊曉平著,現代文化,978-988-19668-4-1,,,$,23.00,,,,,,香港,2011,,內容以簡體字排版,
2011-04854,,實用廣州話分類詞典,Chinese,,麥耘譚步雲編,商務,978-962-07-0305-8,,,$,96.00,,,,,,香港,2011,,,
2011-04382,Reality and evangelical theology,實在與福音神學:上帝啟示觀的再發現,Chinese,Thomas F. Torrance,Thomas F. Torrance著陳群英譯,基督教文藝,978-962-294-125-0,,,$,80.00,,,,,,香港,2011,,二十世紀神學叢書; 3,
2011-03556,,對不起，還想再遇你,Chinese,鄭梓靈,鄭梓靈著,皇冠,978-988-216-211-2,,,$,68.00,,,,,,香港,2010,,香港皇冠叢書;第1173種,
2011-04578,The torn veil,幔子撕破了:得見光明,Chinese,Esther Gulshan Thelma Sangster,Esther Gulshan Thelma Sangster著馮偉文鄧歷天譯,宣德(國際),978-962-86660-8-9,,,$,50.00,,,,,,香港,2011,,內容以簡體字排版,
2011-04298,,歌舞伎魂. 3 David．宮原原作田中亞希夫漫畫黃,Chinese,,倩婷譯,玉皇朝出版香港中文版,978-988-8089-32-1,,,$,35.00,,,,,,香港,2011,,,
2011-07475,,滿屋滋味:美味有營的海味家常簡易料理悠子主理,Chinese,,,博學,978-988-15129-4-9,,,$,88.00,,,,,,香港,2011,,,
2011-03508,,漂泊天涯中國心,Chinese,劉邦祿編,劉邦祿編著,華夏文化,978-988-19085-7-5,,,CNY,23.00,,,,,,香港,2010,,內容以簡體字排版,
2011-07288,,漫畫學通識許承恩文梁浩銓圖,Chinese,,,明窗,978-988-8082-23-0,,,$,68.00,,,,,,香港,2011,,,
2011-03572,,漁夫集.精選篇,Chinese,關傑棠,關傑棠著,論盡神學出版社,978-988-17790-2-1,,,$,60.00,,,,,,香港,2011,,生活系列,
2011-03190,,瑪拉基書.教師本,Chinese,,鍾輝揚編,行道出版社,978-988-18503-9-3,,,$,68.00,,,,,,香港,2010,23厘米101頁,附經文及鐳射光碟1隻,
2011-03189,,瑪拉基書.學生本,Chinese,,鍾輝揚編,行道出版社,978-988-18503-9-3,,,$,68.00,,,,,,香港,2010,,〈十二先知書〉研經課程; 39,
2011-06891,,睡公主之小火龍好幫手,Chinese,,,正文社,978-988-8069-12-5,,,$,25.00,,,,,,香港,2011,,,
2011-06968,The buckyball swordsmen,碳六十之劍.三之三.大結局,Chinese,周顯,周顯著,真源,978-988-19961-0-7,,,$,78.00,,,,,,香港,2011,,,
2011-04406,,福音,Chinese,,,思高聖經學會修訂三版,978-962-8883-62-2,,精裝,$,235.00,,,,,,香港,2011,,思高聖經原著譯釋版系列,
2011-04375,Gospel bridge,福音橋,Chinese,福音橋編輯委員會,福音橋編輯委員會著,導航者福音協會中英對照訓練版,978-988-98006-0-4,,,$,30.00,,,,,,香港,2011,,中英對照,
2011-03790,,福樂人生,Chinese,,劉達芳編,禧福協會再版,978-962-86453-2-9,,,$,15.00,,,,,,香港,2011,,,
2011-05810,,端午節,Chinese,,,PPP,978-988-19971-4-2,,,$,40.00,,,,,,香港,2010,20厘米13頁彩色插圖,部分內容以英文排版,
2011-07310,,管家條款,Chinese,楚月,楚月著,星河,978-988-219-287-4,,,$,40.00,,,,,,香港,2011,19厘米222頁,尋夢園系列; 1460,
2011-03183,,精品細讀《駱駝祥子》,Chinese,韓旭,韓旭著,中國圖書文化,978-988-19596-9-0,,,$,16.80,,,,,,香港,2011,,內容以簡體字排版,
2011-04857,,精選老殘遊記,Chinese,劉鶚,劉鶚著,商務,978-962-07-4466-2,,,$,48.00,,,,,,香港,2011,,魚之樂優質中文階梯閱讀;第3階,
2011-04856,,精選希臘神話,Chinese,古斯塔夫.施瓦布,古斯塔夫.施瓦布著曹乃雲譯,商務,978-962-07-4465-5,,,$,46.00,,,,,,香港,2011,,魚之樂優質中文階梯閱讀;第2階,
2011-04993,Easy delicious Chinese cooking,精選家常菜,Chinese,鄭慧芳編,鄭慧芳編著,萬里機構.飲食天地,978-962-14-4410-3,,,$,78.00,,,,,,香港,2011,24厘米127頁彩色插圖,中英對照,
2011-07616,,精靈公主,Chinese,,,香港新世紀,978-988-8071-61-6,,,$,18.00,,,,,,香港,2011,,美麗公主填色,
2011-05028,,精靈的奇幻旅程,Chinese,金英愛原,金英愛原著李美晴繪圖明天編譯小組翻譯,小樹苗,978-988-8084-49-4,,,$,30.00,,,,,,香港,2010,,數學小博士,
2011-03866,,綜合能力指導與練習. 2,Chinese,毛筱婷李清汶,毛筱婷李清汶著,導師,978-988-205-610-7,,,$,89.00,,,,,,香港,2011,29厘米158頁插圖,"附參考答案,錄音講稿及MP3光碟1隻",
2011-05438,,網上資源庫保良局錦泰小學校本版. 1下,Chinese,,,現代教育研究社,978-962-11-9951-5,,,,,,,,,,香港,2010,,現代小學電腦,
2011-05439,,網上資源庫保良局錦泰小學校本版. 2下,Chinese,,,現代教育研究社,978-962-11-9952-2,,,,,,,,,,香港,2010,,現代小學電腦,
2011-05440,,網上資源庫保良局錦泰小學校本版. 3下,Chinese,,,現代教育研究社,978-962-11-9953-9,,,,,,,,,,香港,2010,,現代小學電腦,
2011-05441,,網上資源庫保良局錦泰小學校本版. 4下,Chinese,,,現代教育研究社,978-962-11-9958-4,,,,,,,,,,香港,2010,,現代小學電腦,
2011-05442,,網上資源庫保良局錦泰小學校本版. 5下,Chinese,,,現代教育研究社,978-962-11-9959-1,,,,,,,,,,香港,2010,,現代小學電腦,
2011-05443,,網上資源庫嘉諾撒小學校本版. 1下,Chinese,,,現代教育研究社,978-962-11-9974-4,,,,,,,,,,香港,2010,,現代小學電腦,
2011-05444,,網上資源庫嘉諾撒小學校本版. 2下,Chinese,,,現代教育研究社,978-962-11-9975-1,,,,,,,,,,香港,2010,,現代小學電腦,
2011-05445,,網上資源庫嘉諾撒小學校本版. 3下,Chinese,,,現代教育研究社,978-962-11-9976-8,,,,,,,,,,香港,2010,,現代小學電腦,
2011-05446,,網上資源庫嘉諾撒小學校本版. 4下,Chinese,,,現代教育研究社,978-962-11-9977-5,,,,,,,,,,香港,2010,,現代小學電腦,
2011-05447,,網上資源庫嘉諾撒小學校本版. 5下,Chinese,,,現代教育研究社,978-962-11-9978-2,,,,,,,,,,香港,2010,,現代小學電腦,
2011-05448,,網上資源庫嘉諾撒小學校本版. 6下,Chinese,,,現代教育研究社,978-962-11-9979-9,,,,,,,,,,香港,2010,,現代小學電腦,
2011-06938,,網路銷售聖經,Chinese,鈴木將司,鈴木將司著黃薇嬪譯,萬里機構.萬里書店,978-962-14-4573-5,,,$,88.00,,,,,,香港,2011,,,
2011-04565,,綠比藍更白,Chinese,張炳玲,張炳玲著,張炳玲,978-988-19267-1-5,,,$,120.00,,,,,,香港,2011,,,
2011-05014,,綠色城市生活,Chinese,朱一心等,朱一心等著,萬里機構.萬里書店,978-962-14-4539-1,,,$,48.00,,,,,,香港,2011,,,
2011-07098,,綠色夢想．文明生活:中國中學生作文大賽．香港賽區「圓玄文學之星」作品選2010-2011,Chinese,,,香港中華文化促進中心,978-962-7474-06-7,,,$,50.00,,,,,,香港,2011,,,
2011-07254,,綠色綜合療法:防癌治癌新里程,Chinese,彭磷基,彭磷基著,經濟日報,978-962-678-657-4,,,$,68.00,,,,,,香港,2011,,,
2011-04527,,綠城中國控股有限公司二零一零年年報,Chinese,,,綠城中國控股有限公司,,,,,,,,,,,香港,2011,,,
2011-03757,,綠茵集:世界華人學生作文大賽獲獎作文,Chinese,,陸陳主編,陸陳漢語國際教育,978-988-19696-0-6,,,$,120.00,,,,,,香港,2011,,,
2011-07571,,綠野仙踪,Chinese,,,香港新世紀,978-988-8071-33-3,,,$,24.00,,,,,,香港,2011,,故事小拼圖,
2011-06093,,維奧集團控股有限公司年報2010,Chinese,,,維奧集團控股有限公司,,,,,,,,,,,香港,2011,,,
2011-04693,,與大師對話,Chinese,許立中,許立中著,恩谷,978-988-99682-6-7,,,$,65.00,,,,,,香港,2010,,,
2011-05797,,與毛澤東主席聊天:一段「紅小兵」與「紅太陽」的往事,Chinese,趙淑琴,趙淑琴著,天地,978-988-18956-6-0,,,$,98.00,,,,,,香港,2011,,大歷史現場,
2011-05105,Hong Kong gardens,與眾同賞:香港的花花世界,Chinese,廖婷珍編,廖婷珍編著,廖婷珍,978-988-17662-2-9,,,$,108.00,,,,,,香港,2011,,中英對照,
2011-03498,,舞者不懼:曹誠淵舞蹈書寫,Chinese,曹誠淵,曹誠淵著,MCCM Creations,978-988-18584-2-9,,,$,120.00,,,,,,香港,2010,,,
2011-04566,,蓄勢而發:中小企品牌「智」勝要略,Chinese,,,香港品牌發展局,978-988-19450-2-0,,,,,,,,,,香港,2011,,,
2011-04932,,蒸餸,Chinese,梁綺玲,梁綺玲著,萬里機構.飲食天地,978-962-14-4509-4,,,$,38.00,,,,,,香港,2011,21厘米79頁彩色插圖,中印對照,
2011-05408,,蒙大恩的女子:未婚麗人祈禱手冊,Chinese,,,以勒基金,978-988-8036-42-4,,,,,,,,,,香港,2010,19厘米144頁插圖(「我們應當如此行」百萬小時萬民禱告網系,內容以簡體字排版,
2011-03720,,蒙古能源有限公司二零一零年年報,Chinese,,,蒙古能源有限公司,,,,,,,,,,,香港,2011,,,
2011-05899,,蒼山如海殘陽血.上集,Chinese,鄧飛,鄧飛著,獲益,978-962-449-532-4,,,$,88.00,,,,,,香港,2011,,,
2011-04312,,蒼天之拳.第22集,Chinese,,原哲夫作畫武論尊監修黃美祺譯,玉皇朝出版香港中文版,978-988-8089-19-2,,,$,35.00,,,,,,香港,2011,,,
2011-03531,,蜜糖味的幸福站,Chinese,唐希文,唐希文著,青藍出版社,978-988-8087-22-8,,,$,58.00,,,,,,香港,2010,,幻愛部落,
2011-04001,,蜘蛛,Chinese,黃駿,黃駿著,藍出版,978-988-19956-3-6,,,$,50.00,,,,,,香港,2011,,,
2011-03368,,蜘蛛女.第2期,Chinese,秋本葉子,秋本葉子著嚴思敏譯,天下出版(國際)香港中文版,978-988-8033-71-3,,,$,30.00,,,,,,香港,2011,,,
2011-04921,Sake,說日本酒的語言,Chinese,城山學,城山學著,萬里機構.萬里書店,978-962-14-4268-0,,,$,88.00,,,,,,香港,2011,19厘米168頁彩色插圖,附雷射唱片1隻,
2011-05909,,說好了，要比我幸福,Chinese,楊一沖,楊一沖著,青馬文化事業,978-988-8087-27-3,,,$,68.00,,,,,,香港,2011,,楊一沖作品; 10,
2011-05733,,"說好普通話. 1上,教師用書",Chinese,畢宛嬰等,畢宛嬰等著,培生教育出版亞洲,978-988-00-6935-2,,,,,,,,,,香港,2010,,,
2011-05737,,"說好普通話. 2上,教師用書",Chinese,畢宛嬰等,畢宛嬰等著,培生教育出版亞洲,978-988-00-6937-6,,,,,,,,,,香港,2010,,,
2011-05738,,"說好普通話. 3上,教師用書",Chinese,畢宛嬰等,畢宛嬰等著,培生教育出版亞洲,978-988-00-6939-0,,,,,,,,,,香港,2010,,,
2011-05735,,"說好普通話. 4上,教師用書",Chinese,畢宛嬰等,畢宛嬰等著,培生教育出版亞洲,978-988-00-6941-3,,,,,,,,,,香港,2010,,,
2011-05736,,"說好普通話. 5上,教師用書",Chinese,畢宛嬰等,畢宛嬰等著,培生教育出版亞洲,978-988-00-6943-7,,,,,,,,,,香港,2010,,,
2011-05734,,"說好普通話. 6上,教師用書",Chinese,畢宛嬰等,畢宛嬰等著,培生教育出版亞洲,978-988-00-6945-1,,,,,,,,,,香港,2010,,,
2011-05732,,"說好普通話作業. 1上,教師用書",Chinese,畢宛嬰等,畢宛嬰等著,培生教育出版亞洲,978-988-00-6923-9,,,,,,,,,,香港,2010,,,
2011-05728,,"說好普通話作業. 1下,教師用書",Chinese,畢宛嬰等,畢宛嬰等著,培生教育出版亞洲,978-988-00-6924-6,,,,,,,,,,香港,2010,,,
2011-05729,,"說好普通話作業. 2上,教師用書",Chinese,畢宛嬰等,畢宛嬰等著,培生教育出版亞洲,978-988-00-6925-3,,,,,,,,,,香港,2010,,,
2011-05731,,"說好普通話作業. 2下,教師用書",Chinese,畢宛嬰等,畢宛嬰等著,培生教育出版亞洲,978-988-00-6926-0,,,,,,,,,,香港,2010,,,
2011-05722,,"說好普通話作業. 3上,教師用書",Chinese,畢宛嬰等,畢宛嬰等著,培生教育出版亞洲,978-988-00-6927-7,,,,,,,,,,香港,2010,,,
2011-05724,,"說好普通話作業. 3下,教師用書",Chinese,畢宛嬰等,畢宛嬰等著,培生教育出版亞洲,978-988-00-6928-4,,,,,,,,,,香港,2010,,,
2011-05721,,"說好普通話作業. 4上,教師用書",Chinese,畢宛嬰等,畢宛嬰等著,培生教育出版亞洲,978-988-00-6929-1,,,,,,,,,,香港,2010,,,
2011-05725,,"說好普通話作業. 4下,教師用書",Chinese,畢宛嬰等,畢宛嬰等著,培生教育出版亞洲,978-988-00-6930-7,,,,,,,,,,香港,2010,,,
2011-05730,,"說好普通話作業. 5上,教師用書",Chinese,畢宛嬰等,畢宛嬰等著,培生教育出版亞洲,978-988-00-6931-4,,,,,,,,,,香港,2010,,,
2011-05726,,"說好普通話作業. 5下,教師用書",Chinese,畢宛嬰等,畢宛嬰等著,培生教育出版亞洲,978-988-00-6932-1,,,,,,,,,,香港,2010,,,
2011-05723,,"說好普通話作業. 6上,教師用書",Chinese,畢宛嬰等,畢宛嬰等著,培生教育出版亞洲,978-988-00-6933-8,,,,,,,,,,香港,2010,,,
2011-05727,,"說好普通話作業. 6下,教師用書",Chinese,畢宛嬰等,畢宛嬰等著,培生教育出版亞洲,978-988-00-6934-5,,,,,,,,,,香港,2010,,,
2011-06330,,說好普通話高效語音.基礎篇,Chinese,畢宛嬰等,畢宛嬰等著,培生教育出版亞洲,978-988-00-8487-4,,,,,,,,,,香港,2010,,,
2011-07220,,說好普通話高效語音.基礎篇.教師用書,Chinese,畢宛嬰等,畢宛嬰等著,培生教育出版亞洲,978-988-00-8760-8,,,,,,,,,,香港,2010,,附鐳射光碟1隻,
2011-06333,,說好普通話趣味語音工作紙. 1上,Chinese,,,培生教育出版亞洲,978-988-00-8596-3,,,,,,,,,,香港,2010,,,
2011-06334,,說好普通話趣味語音工作紙. 2上,Chinese,,,培生教育出版亞洲,978-988-00-8598-7,,,,,,,,,,香港,2010,,,
2011-06374,,說好普通話趣味語音工作紙. 3上,Chinese,,,培生教育出版亞洲,978-988-00-8600-7,,,,,,,,,,香港,2010,,,
2011-06332,,說好普通話趣味語音工作紙. 4上,Chinese,,,培生教育出版亞洲,978-988-00-8602-1,,,,,,,,,,香港,2010,,,
2011-06335,,說好普通話趣味語音工作紙. 5上,Chinese,,,培生教育出版亞洲,978-988-00-8604-5,,,,,,,,,,香港,2010,,,
2011-06331,,說好普通話趣味語音工作紙. 6上,Chinese,,,培生教育出版亞洲,978-988-00-8606-9,,,,,,,,,,香港,2010,,,
2011-07199,,說好普通話題目庫:題目索引及模擬試卷. 1上,Chinese,畢宛嬰等,畢宛嬰等著,培生教育出版亞洲,978-988-00-8608-3,,,,,,,,,,香港,2010,,,
2011-07200,,說好普通話題目庫:題目索引及模擬試卷. 2上,Chinese,畢宛嬰等,畢宛嬰等著,培生教育出版亞洲,978-988-00-8609-0,,,,,,,,,,香港,2010,,,
2011-07201,,說好普通話題目庫:題目索引及模擬試卷. 3上,Chinese,畢宛嬰等,畢宛嬰等著,培生教育出版亞洲,978-988-00-8610-6,,,,,,,,,,香港,2010,,,
2011-07221,,說好普通話題目庫:題目索引及模擬試卷. 4上,Chinese,畢宛嬰等,畢宛嬰等著,培生教育出版亞洲,978-988-00-8611-3,,,,,,,,,,香港,2010,,,
2011-07222,,說好普通話題目庫:題目索引及模擬試卷. 5上,Chinese,畢宛嬰等,畢宛嬰等著,培生教育出版亞洲,978-988-00-8612-0,,,,,,,,,,香港,2010,,,
2011-07223,,說好普通話題目庫:題目索引及模擬試卷. 6上,Chinese,畢宛嬰等,畢宛嬰等著,培生教育出版亞洲,978-988-00-8613-7,,,,,,,,,,香港,2010,,,
2011-07299,,說謊的婚姻,Chinese,溫芯,溫芯著,小小書坊,978-988-201-167-0,,,$,40.00,,,,,,香港,2011,19厘米217頁,花樣系列; 384,
2011-03846,,語文知識100分攻略. 1上,Chinese,,,眾課堂,978-988-8017-27-0,,,$,46.00,,,,,,香港,2010,29厘米120頁插圖,附貼紙1張,
2011-03990,,語文知識100分攻略. 1下,Chinese,,,眾課堂,978-988-8017-33-1,,,$,46.00,,,,,,香港,2011,29厘米120頁插圖,附貼紙1張,
2011-03847,,語文知識100分攻略. 2上,Chinese,,,眾課堂,978-988-8017-28-7,,,$,46.00,,,,,,香港,2010,29厘米120頁插圖,附貼紙1張,
2011-03991,,語文知識100分攻略. 2下,Chinese,,,眾課堂,978-988-8017-34-8,,,$,46.00,,,,,,香港,2011,29厘米120頁插圖,附貼紙1張,
2011-03848,,語文知識100分攻略. 3上,Chinese,,,眾課堂,978-988-8017-29-4,,,$,46.00,,,,,,香港,2010,29厘米120頁插圖,附貼紙1張,
2011-03992,,語文知識100分攻略. 3下,Chinese,,,眾課堂,978-988-8017-35-5,,,$,46.00,,,,,,香港,2011,29厘米120頁插圖,附貼紙1張,
2011-03849,,語文知識100分攻略. 4上,Chinese,,,眾課堂,978-988-8017-30-0,,,$,46.00,,,,,,香港,2010,29厘米120頁插圖,附貼紙1張,
2011-03993,,語文知識100分攻略. 4下,Chinese,,,眾課堂,978-988-8017-36-2,,,$,46.00,,,,,,香港,2011,29厘米120頁插圖,附貼紙1張,
2011-03850,,語文知識100分攻略. 5上,Chinese,,,眾課堂,978-988-8017-31-7,,,$,46.00,,,,,,香港,2010,29厘米120頁插圖,附貼紙1張,
2011-03994,,語文知識100分攻略. 5下,Chinese,,,眾課堂,978-988-8017-37-9,,,$,46.00,,,,,,香港,2011,29厘米120頁插圖,附貼紙1張,
2011-03851,,語文知識100分攻略. 6上,Chinese,,,眾課堂,978-988-8017-32-4,,,$,46.00,,,,,,香港,2010,29厘米120頁插圖,附貼紙1張,
2011-03995,,語文知識100分攻略. 6下,Chinese,,,眾課堂,978-988-8017-38-6,,,$,46.00,,,,,,香港,2011,29厘米120頁插圖,附貼紙1張,
2011-06668,,語文教師有效教學研究與實踐,Chinese,郭麗華,郭麗華著,中國文化發展出版社,978-988-19887-2-0,,,CNY,18.00,,,,,,香港,2011,,內容以簡體字排版,
2011-06955,,語文智能:我的家,Chinese,,李盛輝等撰文李賢治等繪圖劉芸楊曉蕙翻譯,世界,978-962-432-838-7,,,$,48.50,,,,,,香港,2011,30厘米24頁彩色插圖,附貼紙6張,
2011-07060,,趙少昂畫集,Chinese,,,長城藝術出版社有限公司,978-988-15110-6-5,,,$,80.00,,,,,,香港,2011,,,
2011-06716,,趙紫陽的道路,Chinese,蔡文彬等,蔡文彬等著,晨鐘書局,978-988-19539-5-7,,,$,108.00,,,,,,香港,2011,,中國轉型建設文庫,
2011-04987,,輕鬆學茶藝,Chinese,李洪編,李洪編著,萬里機構.萬里書店,978-962-14-4476-9,,,$,78.00,,,,,,香港,2011,,,
2011-06236,,辣媽潮爸哈哈B,Chinese,岑皓軒馬漪楠合,岑皓軒馬漪楠合著,麒麟書業,978-962-232-186-1,,,$,88.00,,,,,,香港,2011,,馬漪楠,
2011-05912,,遙遠的親密關係,Chinese,鄭梓靈,鄭梓靈著,皇冠,978-988-216-219-8,,,$,68.00,,,,,,香港,2011,,香港皇冠叢書;第1181種,
2011-03333,,銀川人手冊2010–2011,Chinese,,張家輝主編,中國國際圖書出版社,978-988-19277-7-4,,,CNY,46.00,,,,,,香港,2010,,內容以簡體字排版,
2011-03455,,銀星神駒失蹤案,Chinese,柯南．道爾原,柯南．道爾原著厲河改編余遠鍠繪畫,匯識教育,978-988-19741-5-0,,,$,55.00,,,,,,香港,2011,,大偵探福爾摩斯; 5,
2011-03946,,銀魂.第37卷,Chinese,空知英秋,空知英秋著蕭星翻譯,正文社香港中文版,978-988-8069-19-4,,,$,30.00,,,,,,香港,2011,,,
2011-05483,,銀魂.第38卷,Chinese,空知英秋,空知英秋著蕭星翻譯,正文社香港中文版,978-988-8069-47-7,,,$,30.00,,,,,,香港,2011,,,
2011-07152,,領匯房地產投資信託基金可持續發展報告,Chinese,,,香港領匯房地產投資信託基金,,,,,,,,,,,2011,2011,,,
2011-07153,,領匯房地產投資信託基金年報2011,Chinese,,,領匯房地產投資信託基金,,,,,,,,,,,香港,2011,,,
2011-04592,Stories of leadership,領導力小故事,Chinese,吳水麗,吳水麗著,香港基督教服務處,978-988-19318-0-1,,,$,60.00,,,,,,香港,2011,,,
2011-03901,,魂兮歸來,Chinese,李仡,李仡著,藝海出版社,978-988-19939-7-7,,,$,90.00,,,,,,香港,2011,,內容以簡體字排版,
2011-07576,,齊齊來破奇案,Chinese,,,香港新世紀,978-962-8990-75-7,,,$,20.00,,,,,,香港,2011,,,
2011-06434,,齊齊來唱歌. 3,Chinese,陳紅梅等,陳紅梅等著,培生教育出版亞洲,978-988-00-3260-8,,,,,,,,,,香港,2010,,朗文音樂系列,
2011-04608,,劍指傳銷:打擊傳銷在行動,Chinese,,王培編,藝陽出版社,978-988-19854-6-0,,,CNY,35.00,,,,,,香港,2011,,內容以簡體字排版,
2011-07677,,劉心武續紅樓夢.八十一回至一０八回,Chinese,劉心武,劉心武著,明報,978-988-8082-08-7,,,$,128.00,,,,,,香港,2011,,,
2011-03792,Liu Yichang and Hong Kong modernism,劉以鬯與香港現代主義,Chinese,,梁秉鈞等編,香港公開大學,978-962-7707-72-1,,,$,108.00,,,,,,香港,2010,,文學與電影叢書,
2011-07117,Andy Lau - movie - life,劉德華．電影．人生,Chinese,楊立文,楊立文著,明風,978-962-8911-64-6,,,$,78.00,,,,,,香港,2010,,信仰生活,
2011-05058,,噴火辣椒,Chinese,廣州原創動力動畫設計有限公司,廣州原創動力動畫設計有限公司著,小樹苗,978-988-8084-95-1,,,$,35.00,,,,,,香港,2011,,喜羊羊與灰太狼; 43,
2011-04569,,嘸吟齋瑣記:飄泊．落草．夢的童話,Chinese,李國參,李國參著,科華圖書,978-962-16-0261-9,,,$,100.00,,,,,,香港,2011,,,
2011-07610,,寫好英文100分.大草ABC,Chinese,,,香港新世紀,978-988-8071-43-2,,,$,15.00,,,,,,香港,2011,,,
2011-07611,,寫好英文100分.小草abc,Chinese,,,香港新世紀,978-988-8071-44-9,,,$,15.00,,,,,,香港,2011,,,
2011-05718,,寫字真好玩. 1上,Chinese,,,培生教育出版亞洲,978-988-00-9491-0,,,$,38.00,,,,,,香港,2011,,,
2011-05720,,寫字真好玩. 2上,Chinese,,,培生教育出版亞洲,978-988-00-9492-7,,,$,38.00,,,,,,香港,2011,,,
2011-05719,,寫字真好玩. 3上,Chinese,,,培生教育出版亞洲,978-988-00-9493-4,,,$,38.00,,,,,,香港,2011,,,
2011-03241,,寫作有法:強化作文組織能力,Chinese,,牟懷松主編,中華書局,978-988-8104-18-5,,,$,58.00,,,,,,香港,2011,,思維導圖系列,
2011-05897,,寫給大小朋友的故事,Chinese,,東瑞瑞芬編,獲益,978-962-449-533-1,,,$,50.00,,,,,,香港,2011,,,
2011-07501,,廣州市第六十六中學教師論文集,Chinese,,丘春鋒主編,中國評論學術,978-988-8051-30-4,,,CNY,30.00,,,,,,香港,2011,,內容以簡體字排版,
2011-05618,Map of Guangzhoushi,廣州市街道旅遊圖,Chinese,,,協文最新版,978-962-8042-78-4,,,$,22.00,,,,,,香港,2011,55 x 84厘米摺成22 x 12厘米地圖1幅彩,中英對照,
2011-04117,,廣州食玩買終極天書,Chinese,謝秀富,謝秀富著,長空出版11-12全新Update版,978-988-19367-5-2,,,$,98.00,,,,,,香港,2011,,長空自遊系列; 023,
2011-04782,,廠出新天地:香港天主教勞工事務委員會二十週年特刊(1991-2011),Chinese,,李建元等編,香港天主教勞工事務委員會,,,,,,,,,,,香港,2011,,,
