serial,title_eng,title_chi,language,author,detailed_authorship,publisher,ISBN_1,ISSN_1,medium_1,price_1_currency,price_1,ISBN_2,ISSN_2,medium_2,price_2_currency,price_2,location_of_publication,year_of_publication,format,details,edition
2009-05480,,紅獅少年. 1,Chinese,井上桃太,井上桃太著黃倩婷譯,玉皇朝出版香港中文版,978-988-8034-18-5,,,$,30.00,,,,,,香港,2009,,,
2009-05151,,紅樓海選,Chinese,周銳,周銳著,洪波,978-962-671-459-1,,,$,48.00,,,,,,香港,2009,,校園幽默短篇小說,
2009-05904,,紅髮的白雪公主.第3期,Chinese,秋月空太,秋月空太著朱麗鴻譯,天下香港中文版,978-988-215-951-8,,,$,30.00,,,,,,香港,2009,,,
2009-04236,,,Chinese,,約翰福音:聖經新譯本(繁體．神字版),環球聖經公會,978-962-8919-85-7,,精裝,$,25.00,,,,,,香港,2009,,,
2009-03586,,美女塾.第1期,Chinese,橫山真由美,橫山真由美著朱麗鴻譯,天下香港中文版,978-988-215-875-7,,,$,30.00,,,,,,香港,2009,,,
2009-05057,,美國春田大學對中國近代體育現代化的影響,Chinese,傅浩堅,傅浩堅著2007香港香港浸會大學許士芬博士體康研究中心,,978-962-86194-9-8,,精裝,,,,,,,,,,,,
2009-05787,,美維控股有限公司二零零八年年報,Chinese,,,美維控股有限公司,,,,,,,,,,,香港,2009,,,
2009-04515,,胡桃.第12期,Chinese,深見惇,深見惇著林永耀譯,天下香港中文版,978-988-215-884-9,,,$,28.00,,,,,,香港,2009,,,
2009-03395,,胡桃夾子,Chinese,E.T.A. Hoffmann原,E.T.A. Hoffmann原著奇異堡童書編著及繪圖,新雅文化事業,978-962-08-4976-3,,,$,29.00,,,,,,香港,2009,,孩子必讀的經典童話,
2009-04497,,胡耀邦與中國政治改革: 12位老共產黨人的反思,Chinese,李銳等,李銳等著,晨鐘書局,978-988-17804-9-2,,,$,78.00,,,,,,香港,2009,,,
2009-04822,,胃病,Chinese,張昌欨編,張昌欨編著,萬里機構.得利書局,978-962-14-3915-4,,,$,58.00,,,,,,香港,2009,,健康6+1,
2009-03566,,范淑雅,Chinese,蘇娜,蘇娜著,明報,978-962-8994-91-5,,,$,52.00,,,,,,香港,2009,,,
2009-04743,,苦辣酸甜:徐月紅畫集,Chinese,,,中和文化,978-988-17987-6-3,,,$,38.00,,,,,,香港,2009,,,
2009-03040,The legacy of John Paul II : images & memories,若望保祿二世的遺愛:音容與思憶,Chinese,若瑟．拉辛格樞機,若瑟．拉辛格樞機著陳愛潔譯,公教真理學會,978-962-8909-54-4,,,$,125.00,,,,,,香港,2009,,,
2009-05039,,英雄鼠揚威大瀑布,Chinese,Geronimo Stilton,Geronimo Stilton著王建全譯,新雅文化事業,978-962-08-4981-7,,,$,58.00,,,,,,香港,2009,,老鼠記者; 48,
2009-04941,English-Chinese dictionary of anthropology,英漢人類學辭典,Chinese,彭南林編,彭南林編著2006香港信知慧,,988-98840-6-2,,精裝,$,149.00,,,,,,,,,中英對照,
2009-04836,,英語很難?生活篇,Chinese,古德明,古德明著,明窗,978-962-8994-93-9,,,$,60.00,,,,,,香港,2009,,部分內容以英文排版,
2009-04823,Simple English expressions,英語短句好易記,Chinese,John McCough編,John McCough編著,萬里機構.萬里書店,978-962-14-3974-1,,,$,68.00,,,,,,香港,2009,21厘米192頁(易上口系列),附鐳射光碟1隻,
2009-03132,,要不要來我家,Chinese,彎彎,彎彎著,青春文化事業,978-988-17928-6-0,,,$,58.00,,,,,,香港,2009,,彎彎塗鴉日記; 4,
2009-04441,,貞操帶,Chinese,陳力丹,陳力丹著,時代國際,978-988-17927-6-1,,,$,150.00,,,,,,香港,2009,,,
2009-05454,,軍販. 5,Chinese,高橋慶太郎,高橋慶太郎著威松譯,玉皇朝出版香港中文版,978-988-8013-66-1,,,$,35.00,,,,,,香港,2009,,,
2009-03936,,重生真義,Chinese,王明道,王明道著2006香港靈石,,988-98236-9-1,,,$,22.00,,,,,,,,,,
2009-05694,,重新認識中國歷史人物. 1,Chinese,姚世外呂振基編,姚世外呂振基編著2007香港超泰,,978-962-371-095-4,,,$,45.00,,,,,,,,,穿梭古今,
2009-05695,,重新認識中國歷史人物. 2,Chinese,王穎芝呂振基關卓峯編,王穎芝呂振基關卓峯編著2007香港超泰,,978-962-371-096-1,,,$,45.00,,,,,,,,,穿梭古今,
2009-05696,,重新認識中國歷史人物. 3,Chinese,關卓峯姚世外編,關卓峯姚世外編著2007香港超泰,,978-962-371-097-8,,,$,45.00,,,,,,,,,穿梭古今,
2009-04052,The re-entry team : caring for your returning missionaries. Vol.1,重歸的團隊:關懷和支持歸家的差傳同工.上,Chinese,Neal Pirolo,Neal Pirolo著葉子慧連皓晴譯,世界福音動員會,978-962-8061-31-0,,,$,60.00,,,,,,香港,2009,,,
2009-04893,,降の追魂,Chinese,國少,國少著,才藝館,978-988-17767-9-2,,,$,58.00,,,,,,香港,2009,,拓北ｘ傳奇系列; 001,
2009-02842,,音樂之路:周耀斌作曲與音教結晶,Chinese,,,名人,978-988-17982-1-3,,,$,28.80,,,,,,香港,2008,,內容以簡體字排版,
2009-04039,,風在景上:張建梁風光攝影作品集,Chinese,,,中國圖書,978-988-18188-2-9,,,$,260.00,,,,,,香港,2009,,內容以簡體字排版,
2009-03836,,風和颱風:氣候的調節器,Chinese,咸潤美,咸潤美著閔曉晴插畫,世界,978-962-432-736-6,,精裝,$,48.00,,,,,,香港,2009,,創意科學王,
2009-02853,,風的學問:幼兒「問題-探索-經驗」學習.科學篇,Chinese,鄭美蓮,鄭美蓮著,香港教育學院,978-988-17633-2-7,,,$,110.00,,,,,,香港,2009,"24厘米x, 180頁插圖",附唯讀記憶光碟1隻,
2009-05350,,風雨同舟共譜新篇:廣東統一戰線紀念改革開放30周年書畫展,Chinese,,張弘麥淑萍柯維良編,三度出版,978-988-18058-6-7,,精裝,,,,,,,,香港,2009,,內容以簡體字排版,
2009-04726,,風暴海嘯啟示錄:繪本,Chinese,謝sir,謝sir著,心田文化,978-988-17537-4-8,,,$,48.00,,,,,,香港,2008,,人工智能漫畫系列; 3,
2009-04478,,飛天大俠有點怪,Chinese,Orianne Lallemand原,Orianne Lallemand原著Emile Jadoul繪圖林玎玎編譯,木棉樹,978-988-8015-03-0,,,$,38.00,,,,,,香港,2009,,大手牽小手童書系列,
2009-03390,,飛越夢幻鳥,Chinese,Kimberly Morris,Kimberly Morris著Denise Shimabukuro The Disney storybook artists繪畫孫天譯,新雅文化事業,978-962-08-4950-3,,,$,45.00,,,,,,香港,2009,,迪士尼夢幻仙子系列,
2009-04115,,飛躍地平線. Vol. 05,Chinese,柏木晴子,柏木晴子著顏筱琳譯,文化傳信香港中文版,978-988-8008-53-7,,,$,35.00,,,,,,香港,2009,,,
2009-05709,,食物派對2007香港現代教育研究社,Chinese,,,,978-962-371-647-5,,,,,,,,,,,,38 x 41厘米12頁彩色插圖(廿一世紀幼兒探索學習系列.預備班上學,,
2009-04084,,食盡其材慳家菜,Chinese,三姐,三姐著,嘉出版,978-962-8955-50-3,,,$,69.00,,,,,,香港,2008,,中英印對照,
2009-05944,,香江鏡海詩草,Chinese,區展才,區展才著,當代文藝,978-962-278-302-7,,,$,45.00,,,,,,香港,2009,,,
2009-04361,,香格里拉(亞洲)有限公司2008年報,Chinese,,,香格里拉(亞洲)有限公司,,,,,,,,,,,香港,2009,,,
2009-04244,,香港,Chinese,,孫啟元編,郭良蕙新事業2010年版,978-988-18145-5-5,,,$,48.00,,,,,,香港,2009,,旅遊通系列,
2009-04727,,香港,Chinese,,孫啟元編,郭良蕙新事業2010年版,978-988-18145-7-9,,,$,48.00,,,,,,香港,2009,,出境遊指南系列,
2009-03081,,香港1937-1945 :國共英日美:回憶的歷史陳惠芬撰,Chinese,,,陳惠芬,978-988-17730-4-3,,,,,,,,,,香港,2009,,了然叢書,
2009-05398,,香港2007年區議會選舉投票行為,Chinese,王家英尹寶珊,王家英尹寶珊著,香港中文大學香港亞太研究所,978-962-441-577-3,,,$,60.00,,,,,,香港,2009,,,
2009-03235,,香港人學說普通話,Chinese,曾子凡編,曾子凡編著,三聯新版,978-962-04-2788-6,,,$,85.00,,,,,,香港,2009,,,
2009-03031,,香港上海大酒店有限公司2008年報,Chinese,,,香港上海大酒店,,,,,,,,,,,香港,2009,,,
2009-03763,,香港上海匯豐銀行有限公司2008年報及賬目,Chinese,,,香港上海匯豐銀行,,,,,,,,,,,香港,2009,,,
2009-03953,,香港中旅國際投資有限公司2008年報,Chinese,,,香港中旅國際投資有限公司,,,,,,,,,,,香港,2009,,,
2009-05049,,香港文化政治,Chinese,,馬傑偉吳俊雄呂大樂編,香港大學出版社,978-962-209-971-5,,,$,105.00,,,,,,香港,2009,,,
2009-04879,,香港交易及結算所有限公司二００九年季度業績報告(截至三月三十一日止三個月),Chinese,,,香港交易及結算所,,,,,,,,,,,香港,2009,,,
2009-04453,,香港身世:文字本拼圖,Chinese,楊國雄編,楊國雄編著,香港各界文化促進會,978-988-98510-5-7,,,$,100.00,,,,,,香港,2009,,,
2009-04493,,香港和澳門學前教育的比較,Chinese,葉蓁蓁何瑞珠,葉蓁蓁何瑞珠著,香港教育研究所,978-962-8908-31-8,,,$,20.00,,,,,,香港,2009,,教育政策研討系列; 71,
2009-03687,,香港金融管理局2008年報,Chinese,,,香港金融管理局,,,,,,,,,,,香港,2009,29厘米219頁彩色插圖,,
2009-05315,A study on how Hong Kong young people cope with stress莫漢輝陳瑞貞研究2004香港香港青年協會,香港青少年應付壓力的狀況研究,Chinese,,,,962-7299-54-5,,,$,60.00,,,,,,,,"30厘米iii, 124頁",部分內容以英文排版,
2009-04064,A study on economic dependence on family among young people in Hong Kong研究員莫漢輝陳瑞貞,香港青年對家庭經濟依賴的研究,Chinese,,,香港青年協會,978-962-8956-30-2,,,$,60.00,,,,,,香港,2008,30厘米117頁,部分內容以英文排版,
2009-03674,,香港風物志,Chinese,蔡子傑,蔡子傑著,環球實業(香港),978-988-17954-1-0,,,$,68.00,,,,,,香港,2009,,,
2009-02922,,香港恐怖猛鬼歷史,Chinese,鬼差,鬼差著,超媒體,978-988-18106-7-0,,,$,68.00,,,,,,香港,2009,,網絡靈異故事專集; 8,
2009-04716,,香港問題談判始末,Chinese,陳政德,陳政德著,中華書局,978-962-8931-12-5,,,$,88.00,,,,,,香港,2009,,香港地方志系列,
2009-05540,,香港國際航運中心的轉型與升級:研究報告,Chinese,方舟廖海峰陳振寧,方舟廖海峰陳振寧著,一國兩制研究中心,978-962-481-051-6,,,$,88.00,,,,,,香港,2009,,,
2009-03244,,香港將軍:何世禮,Chinese,鄭宏泰黃紹倫,鄭宏泰黃紹倫著,三聯,978-962-04-2815-9,,,$,108.00,,,,,,香港,2009,,,
2009-02921,,香港猛鬼怪異集,Chinese,鬼差,鬼差著,超媒體,978-988-18106-6-3,,,$,58.00,,,,,,香港,2009,,網絡靈異故事專集; 7,
2009-03080,,香港跨境鐵路工程定位研究研究報告,Chinese,方舟廖海峰陳振寧,方舟廖海峰陳振寧著,一國兩制研究中心,978-962-481-050-9,,,$,58.00,,,,,,香港,2009,,,
2009-03324,,香港電燈集團有限公司2008年年報,Chinese,,,香港電燈集團,,,,,,,,,,,香港,2009,,,
2009-04828,,"香港製造,製造香港:香港工業過去,現在,未來",Chinese,何耀生,何耀生著,明報,978-962-8994-99-1,,,$,60.00,,,,,,香港,2009,,香港歷史文化小百科; 28,
2009-03133,,香港鬧市小登山之浪漫遊食版,Chinese,蔡象文,蔡象文著,青馬文化事業,978-962-8932-93-1,,,$,59.00,,,,,,香港,2009,,,
2009-05884,,香港議事錄:香港立法會會議過程紀錄. 2005- 06年度會期.第1冊,Chinese,,,立法會秘書處,,,,,,,,,,,香港,2009,,,
2009-05885,,香港議事錄:香港立法會會議過程紀錄. 2005- 06年度會期.第2冊,Chinese,,,立法會秘書處,,,,,,,,,,,香港,2009,,,
2009-05886,,香港議事錄:香港立法會會議過程紀錄. 2005- 06年度會期.第3冊,Chinese,,,立法會秘書處,,,,,,,,,,,香港,2009,,,
2009-05887,,香港議事錄:香港立法會會議過程紀錄. 2005- 06年度會期.第4冊,Chinese,,,立法會秘書處,,,,,,,,,,,香港,2009,,,
2009-05888,,香港議事錄:香港立法會會議過程紀錄. 2005- 06年度會期.第5冊,Chinese,,,立法會秘書處,,,,,,,,,,,香港,2009,,,
2009-03761,,香港鐵路有限公司年報2008,Chinese,,,香港鐵路,,,,,,,,,,,香港,2009,,,
2009-03760,,香港鐵路有限公司財務摘要報告2008,Chinese,,,香港鐵路,,,,,,,,,,,香港,2009,,,
2009-04082,,香港靈驗廟宇,Chinese,梁鳳縈,梁鳳縈著,嘉出版,978-962-8955-65-7,,,$,69.00,,,,,,香港,2009,,,
2009-04747,,候鳥北飛候鳥南飛,Chinese,秦夢帆,秦夢帆著,香港博慧文化,978-988-17868-1-4,,,$,25.00,,,,,,香港,2008,,,
2009-04445,,修遠之路:香港中文大學哲學系六十周年系慶論文集.同寅卷,Chinese,,劉國英張燦輝編,中文大學出版社,978-962-996-425-2,,,$,130.00,,,,,,香港,2009,,,
2009-03121,,凌氏嫡長玄孫:宏璋,Chinese,凌宏璋,凌宏璋著劉中國等編譯,公元,978-988-17926-1-7,,,$,96.00,,,,,,香港,2008,"21厘米3, 2, 333頁插圖",部分內容以英文排版,
2009-02806,,原來大人也會犯錯,Chinese,王冰編,王冰編著高鶯雪繪圖,新雅文化事業,978-962-08-4885-8,,全套,,,,,,$,45.00,香港,2009,22 x 23厘米無頁碼全彩色插圖,附鐳射光碟1隻,
2009-03258,,原來孔子,Chinese,陳永明,陳永明著,中華書局,978-962-8930-82-1,,,$,58.00,,,,,,香港,2009,,,
2009-05152,,唐宋八大家散文選讀. 1,Chinese,,丁帆主編,洪波,978-962-671-481-2,,,$,55.00,,,,,,香港,2009,,語文選修課叢書,
2009-02961,,唐詩三百首,Chinese,,,中國國學,978-988-99104-5-7,,,,,,,,,,香港,2008,,內容以簡體字排版,
2009-03407,Poetics in the stories of the Tang dynasty poems,唐詩本事中的詩學觀念,Chinese,余才林,余才林著,香港大學饒宗頤學術館,978-988-17777-5-1,,,$,35.00,,,,,,香港,2009,,學術論文/報告系列; 11,
2009-03271,,唔再魚的傳奇,Chinese,方芷晴,方芷晴著,亮光文化,978-988-17918-6-3,,,$,58.00,,,,,,香港,2009,,,
2009-03414,,哥德堡號與廣州海上絲路,Chinese,,王曉玲主編,中國評論學術,978-988-8003-96-9,,,CNY,38.00,,,,,,香港,2008,,內容以簡體字排版,
2009-04998,,哭泣的罌粟花,Chinese,陳路易雷雲,陳路易雷雲著,中國環球文化,978-988-18005-6-5,,,$,55.00,,,,,,香港,2009,,內容以簡體字排版,
2009-05557,,夏天的活動2007香港現代教育研究社,Chinese,,,,978-962-371-653-6,,,,,,,,,,,,38 x 41厘米12頁彩色插圖(廿一世紀幼兒探索學習系列.預備班下學,,
2009-05698,,夏日營之悲傷,Chinese,朱佩君,朱佩君著,知出版復活版,978-962-8983-82-7,,,$,48.00,,,,,,香港,2009,,戀．季節限定; 1,
2009-05059,,夏季一到懶洋洋彭強強繪,Chinese,,,一漫年,978-988-17885-9-7,,,$,15.00,,,,,,香港,2009,,喜羊羊與灰太狼繪本童書; 4,
2009-05936,,夏の盛放寫真集,Chinese,項明生,項明生著,Soleil Marketing Company Limited,978-988-18451-1-5,,,$,68.00,,,,,,香港,2009,,,
2009-05261,,家,Chinese,巴金,巴金著,香港文匯繁體字紀念本,978-962-374-401-0,,,$,980.00,,,,,,香港,2009,,,
2009-04414,,家庭保健. 1,Chinese,黃兆勁,黃兆勁著,基督復臨安息日會華安聯合會,978-962-8912-92-6,,,$,25.00,,,,,,香港,2009,,,
2009-04415,,家庭保健. 1,Chinese,黃兆勁,黃兆勁著,基督復臨安息日會華安聯合會,978-962-8912-93-3,,,$,25.00,,,,,,香港,2009,,內容以簡體字排版,
2009-04413,,家庭保健測驗題. 1,Chinese,黃兆勁,黃兆勁著,基督復臨安息日會華安聯合會,978-962-8912-94-0,,,$,25.00,,,,,,香港,2009,,,
2009-04420,,家庭保健測驗題. 1,Chinese,黃兆勁,黃兆勁著,基督復臨安息日會華安聯合會,978-962-8912-95-7,,,$,25.00,,,,,,香港,2009,,內容以簡體字排版,
2009-03167,,"家庭教師Reborn ！殺手利邦.第22集,蒼燕流特式來了！",Chinese,天野明,天野明著鄭盈盈譯,正文社香港中文版,978-988-210-719-9,,,$,30.00,,,,,,香港,2009,,,
2009-05335,,"家庭教師Reborn ！殺手利邦.第23集,殺手利邦",Chinese,天野明,天野明著鄭盈盈譯,正文社香港中文版,978-988-210-755-7,,,$,30.00,,,,,,香港,2009,,,
2009-03255,,家常老火湯,Chinese,Feliz Chan,Feliz Chan著,飲食天地,978-962-355-224-0,,,$,38.00,,,,,,香港,2009,21厘米92頁彩色插圖,中印對照,
2009-03254,Family delicious soups,家常老火湯,Chinese,Feliz Chan,Feliz Chan著,飲食天地,978-962-355-223-3,,,$,38.00,,,,,,香港,2009,21厘米92頁彩色插圖,中英菲對照,
2009-04753,,家族控制，董事會的領導架構與公司的經濟績效:香港的驗證,Chinese,李樹甘林天恩,李樹甘林天恩著,香港樹仁大學經濟及金融學系,978-962-8719-92-1,,,,,,,,,,香港,2009,21厘米28頁,部分內容以英文排版,
2009-05488,,宮. 19,Chinese,朴素熙,朴素熙著謝冀華譯,玉皇朝出版,978-988-8034-24-6,,,$,30.00,,,,,,香港,2009,,,
2009-04448,,師生源:張義春先生師生聯展,Chinese,,,中國今日美術館,978-988-17980-5-3,,,CNY,98.00,,,,,,香港,2009,,內容以簡體字排版,
2009-05501,,恐怖在笑,Chinese,潘紹聰Pingman,潘紹聰Pingman著,日閱堂,978-988-8026-16-6,,,$,48.00,,,,,,香港,2009,,,
2009-03284,,挪亞的方舟,Chinese,,趙鈞鴻編晶晶教育出版社製作部繪圖,晶晶教育,978-962-994-579-4,,,$,55.00,,,,,,香港,2009,,,
2009-05127,,"時代的盜火者.上卷,文學的信念與反思",Chinese,林幸謙,林幸謙著,天地,978-988-219-048-1,,,$,70.00,,,,,,香港,2009,,,
2009-04266,,時移勢易:迎戰多底衰退大時代,Chinese,羅家聰,羅家聰著,天窗,978-988-18220-3-1,,,$,128.00,,,,,,香港,2009,,信報系列; 22,
2009-05535,Sketches of Shiweiping,時衛平素描藝術,Chinese,,,中國美術家出版社,978-988-18307-2-2,,,$,200.00,,,,,,香港,2009,,內容以簡體字排版,
2009-04729,,書畫展作品集,Chinese,,吳狄彪主編,香港出版社,978-988-17190-4-1,,,$,50.00,,,,,,香港,2009,,內容以簡體字排版,
2009-05815,,書寫香港@文學故事梁秉鈞策劃,Chinese,,,香港教育圖書,978-988-200-258-6,,,$,75.00,,,,,,香港,2008,,創意寫作系列,
2009-05118,,書緣人間:作家題贈本紀事,Chinese,古劍,古劍著,天地,978-988-219-035-1,,,$,70.00,,,,,,香港,2009,,,
2009-04075,,栽蘭中學新！科學部. 1,Chinese,,Joey Hamma編繪2006香港火狗電腦娛樂,,988-98999-0-6,,,$,33.00,,,,,,,,,,
2009-02898,,桑青與桃紅,Chinese,聶華苓,聶華苓著,明報月刊,978-988-18215-4-6,,,,SGD28.00,,,,,,香港,2009,"21厘米vii, 405頁",內容以簡體字排版,
2009-04807,,桐人傳奇. 1,Chinese,手塚治虫,手塚治虫著張文俊譯,萬里機構.萬里書店香港中文版,978-962-14-4024-2,,,$,35.00,,,,,,香港,2009,,手塚治虫名作選,
2009-04808,,桐人傳奇. 2,Chinese,手塚治虫,手塚治虫著張文俊譯,萬里機構.萬里書店香港中文版,978-962-14-4025-9,,,$,35.00,,,,,,香港,2009,,手塚治虫名作選,
2009-04427,,格仔舖驚魂,Chinese,羈翔,羈翔著,知出版,978-962-8983-65-0,,,$,28.00,,,,,,香港,2009,,異空間; 5,
2009-03399,,氧Oxygen靈修系列. 1,Chinese,,彭君成葉碧梅編,香港讀經會,978-962-285-951-7,,,$,58.00,,,,,,香港,2008,,,
2009-03400,,氧Oxygen靈修系列. 2,Chinese,,彭君成葉碧梅編,香港讀經會,978-962-285-952-4,,,$,58.00,,,,,,香港,2008,,,
2009-03401,,氧Oxygen靈修系列. 3,Chinese,,彭君成葉碧梅編,香港讀經會,978-962-285-953-1,,,$,58.00,,,,,,香港,2009,,,
2009-04640,,泰山石化集團有限公司二零零八年年報,Chinese,,,泰山石化集團有限公司,,,,,,,,,,,香港,2009,,,
2009-04537,,泰坦尼亞.第1期,Chinese,田中芳樹,田中芳樹原作Guntetsu漫畫謝冀華譯,天下香港中文版,978-988-215-924-2,,,$,35.00,,,,,,香港,2009,,,
2009-05916,,泰坦尼亞.第2期,Chinese,田中芳樹,田中芳樹原作Guntetsu漫畫謝冀華譯,天下香港中文版,978-988-215-945-7,,,$,35.00,,,,,,香港,2009,,,
2009-05090,,浪子的蜜糖,Chinese,子澄,子澄著,星河,978-988-211-879-9,,,$,40.00,,,,,,香港,2009,,尋夢園系列; 1351,
2009-05927,,浪客行.第30卷,Chinese,井上雄彥,井上雄彥著朱麗鴻譯,天下香港中文版,978-988-215-972-3,,,$,35.00,,,,,,香港,2009,,,
2009-05730,,海人筆記:走音的幸福進行曲,Chinese,kikiwong,kikiwong著,世界,978-962-432-729-8,,,$,58.00,,,,,,香港,2009,,,
2009-04249,,海兒,Chinese,藍天,藍天著,青椒,978-988-17967-5-2,,,$,55.00,,,,,,香港,2009,,藍天作品; 3,
2009-03054,,海南＋三亞全島遊食玩買終極天書,Chinese,謝秀富,謝秀富著,長空出版09-10完全版,978-988-17989-4-7,,,$,78.00,,,,,,香港,2009,,長空自遊系列; 027,
2009-05058,,海灘之旅彭強強繪,Chinese,,,一漫年,978-988-17885-0-4,,,$,15.00,,,,,,香港,2009,,喜羊羊與灰太狼繪本童書; 5,
2009-04410,,涂志偉旅美油畫展作品集,Chinese,,黃澤森主編,香港藝苑出版社,978-988-17196-0-7,,,CNY,68.00,,,,,,香港,2008,,內容以簡體字排版,
2009-03834,Baking code,烘焙蜜碼,Chinese,吳景發,吳景發著,海濱,978-988-202-628-5,,,$,78.00,,,,,,香港,2009,23厘米143頁彩色插圖,中英對照,
2009-03415,,珠江文踪,Chinese,黃偉宗,黃偉宗著,中國評論學術,978-988-8003-03-7,,,CNY,50.00,,,,,,香港,2008,,內容以簡體字排版,
2009-04370,,珠江船務發展有限公司2008年報,Chinese,,,珠江船務發展有限公司,,,,,,,,,,,香港,2009,,,
2009-02754,,真三國無雙MultiRaid究極完全攻略冊,Chinese,,Pi Publication編輯部編,Pi Publication Limited,978-988-18174-0-2,,,$,48.00,,,,,,香港,2009,,,
2009-05715,,真實的林彪:林彪秘書最後的回憶錄,Chinese,宋德金,宋德金著,皇福國際增訂版,978-962-8195-09-1,,,$,108.00,,,,,,香港,2009,,,
2009-03164,,破解死亡密碼:中國法醫手記,Chinese,張益鵠,張益鵠著,花千樹,978-962-8971-52-7,,,$,55.00,,,,,,香港,2009,,,
2009-05145,,破解遺傳密碼:奧妙的人類基因基礎知識,Chinese,,楊煥明主編,洪波,978-962-671-477-5,,,$,48.00,,,,,,香港,2009,21厘米179頁插圖,趣味科普系列,
2009-05955,,破謬．思維,Chinese,林沛理,林沛理著,天窗,978-988-18363-3-5,,,$,98.00,,,,,,香港,2009,,信報系列; 24,
2009-04736,,祖國讚,Chinese,,蔡麗雙主編,妙韻,978-988-17477-7-8,,,$,50.00,,,,,,香港,2009,,內容以簡體字排版,
2009-03576,,神．話．天珠,Chinese,任尚昌,任尚昌著,紫金閣,978-988-17248-3-0,,,$,68.00,,,,,,香港,2009,,,
2009-03611,,神之水滴.第19卷,Chinese,亞樹直,亞樹直著沖本秀作畫謝冀華譯,天下香港中文版,978-988-215-893-1,,,$,38.00,,,,,,香港,2009,,,
2009-05925,,神之水滴.第20卷,Chinese,亞樹直,亞樹直著沖本秀作畫謝冀華譯,天下香港中文版,978-988-215-966-2,,,$,38.00,,,,,,香港,2009,,,
2009-02890,,"神州奇俠. 7,闖蕩江湖",Chinese,溫瑞安,溫瑞安著,一漫年溫瑞安新武俠經典修訂珍藏版,978-988-17885-5-9,,,$,38.00,,,,,,香港,2009,,,
2009-04725,,神奇人生路:命運,Chinese,朝霞,朝霞著,名師,978-988-17968-2-0,,,$,68.00,,,,,,香港,2009,,,
2009-02950,,神秘事件大偵破,Chinese,馬星原,馬星原著,世紀文化,978-988-8014-17-0,,,$,20.00,,,,,,香港,2009,,AQ神探,
2009-03148,,神秘樂章,Chinese,君比,君比著,青桐社文化事業,978-988-17553-9-1,,,$,55.00,,,,,,香港,2009,,叛逆青春; 4,
2009-02994,,神意拳養生功,Chinese,李見宇,李見宇著2007香港陳湘記圖書,,978-962-932-095-9,,,,,,,,$,45.00,,,,,
2009-02810,,神鼠傲傲,Chinese,淨因博士,淨因博士著高鶯雪繪圖,新雅文化事業,978-962-08-4889-6,,全套,,,,,,$,45.00,香港,2009,22 x 23厘米無頁碼全彩色插圖,附鐳射光碟1隻,
2009-04833,,神諭女孩,Chinese,梁偉洛,梁偉洛著,日閱堂,978-962-8994-92-2,,,$,50.00,,,,,,香港,2009,,女媧之門; 3,
2009-05930,,秘密.第6卷,Chinese,清水玲子,清水玲子著朱麗鴻譯,天下香港中文版,978-988-215-963-1,,,$,35.00,,,,,,香港,2009,,,
2009-03437,,素描,Chinese,閻亞平等編,閻亞平等編著,中國評論學術,978-988-8003-95-2,,,CNY,28.00,,,,,,香港,2008,29厘米114頁插圖,內容以簡體字排版,
2009-05963,,紙隙尋夢:民間剪紙的中華韻味,Chinese,王迦南,王迦南著,中華書局,978-962-8930-98-2,,精裝,$,360.00,,,,,,香港,2009,,,
2009-03416,,耕耘．收穫:教師自我發展實錄,Chinese,,趙根孝主編,中國評論學術,978-988-8003-35-8,,,CNY,32.00,,,,,,香港,2008,,內容以簡體字排版,
2009-05550,,致同代人,Chinese,董啟章,董啟章著,明報月刊,978-988-18383-3-9,,,$,78.00,,,,,,香港,2009,,世界當代華文文學精讀文庫,
2009-03776,,致富人生攻略,Chinese,張真人,張真人著,M1設計,978-962-86734-4-5,,,$,88.00,,,,,,香港,2009,,,
2009-03253,Herbal tea good for health,草本茶療:春夏篇,Chinese,關陳麗麗,關陳麗麗著,飲食天地,978-962-355-222-6,,,$,68.00,,,,,,香港,2009,,,
2009-04749,,草根不盡:華語地區獨立媒體年報2008/09,Chinese,溫雲超等,溫雲超等著,獨立媒體(香港),978-988-18264-1-1,,,USD,38.00,,,,,,香港,2009,,,
2009-05711,,茶水發炎: 2007年的第一場雪,Chinese,,王旻主編,香港中國新聞,978-988-17579-5-1,,,$,40.00,,,,,,香港,2008,24厘米242頁插圖,內容以簡體字排版,
2009-04827,,記者揭秘實錄,Chinese,李廣豐,李廣豐著,日閱堂,978-962-8994-87-8,,,$,55.00,,,,,,香港,2009,,搭通天地線; 01,
2009-03283,The creative world of film production designer Bill Lui,豈只畫張電影的皮:美術總監的創作天地,Chinese,雷楚雄,雷楚雄著,知出版,978-962-8983-68-1,,精裝,$,108.00,,,,,,香港,2009,,,
2009-05176,,逆天仙果,Chinese,薛訖峰,薛訖峰著,洪波,978-962-671-468-3,,,$,58.00,,,,,,香港,2009,,新武俠小說系列,
2009-03882,,逆市淘金:如何在熊市中反敗為勝．賺夠退休金,Chinese,羅國森,羅國森著,經濟日報,978-962-678-569-0,,,$,88.00,,,,,,香港,2009,,,
2009-04229,Against the stream : sanctification and witness,逆流上行:稱義成聖．作鹽作光,Chinese,李耀全,李耀全著,匯美書社,978-988-99892-7-9,,,$,55.00,,,,,,香港,2009,,啟思系列; 5,
