serial,title_eng,title_chi,language,author,detailed_authorship,publisher,ISBN_1,ISSN_1,medium_1,price_1_currency,price_1,ISBN_2,ISSN_2,medium_2,price_2_currency,price_2,location_of_publication,year_of_publication,format,details,edition
2014-01289,,自資出版書刊不求人,Chinese,,,超媒體有限公司,978-988-12725-0-8,,,$,88.00,,,,,,香港,2014,,Mobile玩家王; Vol. 12,
2014-01120,,艾薇•兒,Chinese,Lun,Lun著,紅出版,978-988-8223-86-2,,,$,68.00,,,,,,香港,2013,,Novel ; 46,
2014-02069,,血脈流動的靈魂,Chinese,盧建端,盧建端著,中外名流出版社,978-988-16414-7-2,,,$,28.00,,,,,,香港,2013,"21厘米8, 4, 255頁插圖(部份彩色)",內容以簡體字排版,
2014-02063,,血與玫瑰,Chinese,赤川次郎,赤川次郎著吳輝譯,正文社出版有限公司,978-988-8154-40-1,,,$,62.00,,,,,,香港,2014,,赤川次郎. Best selection,
2014-01248,,西門戲金蓮,Chinese,蘭陵笑笑生原,蘭陵笑笑生原著鄭世俊改編朱光玉繪畫,大成圖書有限公司,978-988-15865-7-5,,精裝,$,38.00,,,,,,香港,2013,,中國古典名著連環畫金瓶梅; 2,
2014-00501,Mr. Paco’s Spanish cuisine,西班牙美味家常料理,Chinese,Mr. Paco,Mr. Paco著,萬里機構.飲食天地出版社,978-962-14-5291-7,,,$,118.00,,,,,,香港,2013,26厘米123頁彩色插圖,,
2014-01005,,西遊.列女篇,Chinese,高達,高達著,開卷文化,978-988-12594-0-0,,,$,78.00,,,,,,香港,2013,,,
2014-00446,To be a western-style food chef,西餐大師:在家做出100道主廚級的豪華料理,Chinese,許宏寓賴曉梅,許宏寓賴曉梅著,萬里機構.飲食天地出版社,978-962-14-5276-4,,,$,218.00,,,,,,香港,2013,26厘米299頁彩色插圖,,
2014-00664,,我的10年炒樓經驗,Chinese,韓安迪,韓安迪著,Sun Effort Limited,978-988-16094-6-5,,,$,88.00,,,,,,香港,2013,,,
2014-00997,,伴你同行:真福雷永明,Chinese,夏志誠編,夏志誠編著,香港天主教方濟會,978-988-16779-5-2,,,,,,,,,,香港,2014,,,
2014-00253,,余元佳畫集,Chinese,,,香港中國書畫研創會,978-988-16761-6-0,,,,,,,,,,香港,2013,,,
2014-00934,,佔領資產:唔使葡萄劈炮吾撈,Chinese,岑皓軒,岑皓軒著,麒麟書業有限公司,978-962-232-202-8,,,$,118.00,,,,,,香港,2013,,,
2014-00148,,似水流年,Chinese,李揚,李揚著,中國圖書出版社有限公司,978-988-8205-96-7,,,$,36.50,,,,,,香港,2013,,內容以簡體字排版,
2014-01430,Your baby (cradle roll course),你的小寶寶(嬰兒級課程),Chinese,,鮑許冰清主編及翻譯,中國基督教播道會文字部2修版,978-962-673-597-8,,,$,60.00,,,,,,香港,2014,,附生日咭2張及信封10個,
2014-00036,,低智保育BB班,Chinese,陶傑,陶傑著,皇冠出版社(香港)有限公司,978-988-216-318-8,,,$,88.00,,,,,,香港,2013,,陶傑文化精讀; 7,
2014-00675,,"冷面獸醫. 16,等待春天的生命",Chinese,夏綠,夏綠著築山清漫畫林光俊譯,正文社出版有限公司香港中文版,978-988-8154-45-6,,,$,35.00,,,,,,香港,2013,,,
2014-02062,,"冷面獸醫. 17,天空上的獸醫",Chinese,夏綠,夏綠著築山清漫畫林光俊譯,正文社出版有限公司香港中文版,978-988-8154-63-0,,,$,35.00,,,,,,香港,2014,,,
2014-01582,,別讓肢體語言再次洩了底,Chinese,王建宇編,王建宇編著,非凡出版,978-988-8263-74-5,,,$,68.00,,,,,,香港,2014,,,
2014-00174,,即市交易大全.上冊,Chinese,麥振威等,麥振威等著,博顥出版有限公司,978-988-15642-0-7,,,$,88.00,,,,,,香港,2013,,,
2014-00175,,即市交易大全.下冊,Chinese,麥振威等,麥振威等著,博顥出版有限公司,978-988-12361-1-1,,,$,88.00,,,,,,香港,2013,,,
2014-01597,,君子好逑:百位世界美人奇觀,Chinese,張基源,張基源著,香港人民出版社,978-962-8944-66-8,,,$,46.00,,,,,,香港,2013,,內容以簡體字排版,
2014-00021,,告別微胖這樣吃:營養瘦身實戰個案,Chinese,黃榮俊,黃榮俊著,明窗出版社,978-988-8207-57-2,,,$,88.00,,,,,,香港,2013,,,
2014-02235,,吹響新文化的號角,Chinese,田鋒,田鋒著,四季出版有限公司,978-988-13101-5-6,,,$,300.00,,,,,,香港,2014,,內容以簡體字排版,
2014-01043,,呂后專權,Chinese,,饒先琪改編韓弘力繪畫,東方美術出版社,978-988-15809-9-3,,精裝,$,32.00,,,,,,香港,2013,11 x 15厘米134頁插圖,內容以簡體字排版,
2014-00922,,呂祖顯化集,Chinese,,殷誠安編撰及插圖,才藝館,978-988-12129-5-5,,,,,,,,,,香港,2014,,道教叢書,
2014-01999,The cow in the hole,坑裏的母牛,Chinese,Joy Cowley,Joy Cowley著Jan van der Voo繪姚釹譯,青田教育中心,978-988-8274-51-2,,,$,16.00,,,,,,香港,2013,,魔術盒叢書.第5輯; 4,
2014-01554,,夾邊溝事件始末,Chinese,張中式,張中式著,五七學社出版公司,978-988-12042-0-2,,,$,60.00,,,,,,香港,2014,,內容以簡體字排版,
2014-00279,,妙法蓮華經略釋.上冊,Chinese,文珠法師,文珠法師著,香港實業公司再版,,,,,,,,,,,香港,2013,"22厘米25, 380頁(覺海點滴; 5)",全3冊,
2014-00280,,妙法蓮華經略釋.中冊,Chinese,文珠法師,文珠法師著,香港實業公司再版,,,,,,,,,,,香港,2013,22厘米381-796頁(覺海點滴; 5),全3冊,
2014-00281,,妙法蓮華經略釋.下冊,Chinese,文珠法師,文珠法師著,香港實業公司再版,,,,,,,,,,,香港,2013,22厘米797-1190頁(覺海點滴; 5),全3冊,
2014-00920,,妙韻的人生,Chinese,周國裕,周國裕著,才藝館,978-988-12129-3-1,,,$,58.00,,,,,,香港,2013,,周國裕作品集; 4,
2014-01591,,宋金元稀見文獻史料集. 1,Chinese,,盧山主編2012香港蝠池書院出版有限公司,,,,,,,,,,,,,,"26厘米1, 422頁ISBN 978-988-15372-6-3 (精裝) :",,
2014-02420,,宋國琦:書畫篆刻作品之漢字表現藝術,Chinese,,,中國文藝學術出版社有限公司,978-988-12223-0-5,,,CNY,88.00,,,,,,香港,2013,29厘米95頁彩色插圖,內容以簡體字排版,
2014-00142,,宏光紫氣,Chinese,,莊竣杰主編,華夏文化出版社,978-988-16851-1-7,,,$,200.00,,,,,,香港,2013,,內容以簡體字排版,
2014-01007,The Hebrew Prophets : an introduction,希伯來先知導論,Chinese,Jack R. Lundbom,Jack R. Lundbom著伍美詩譯,基督教文藝出版社有限公司,978-962-294-095-6,,,$,178.00,,,,,,香港,2014,23厘米363頁,,
2014-00729,China Guangdong Hope Lions Club fourth,希望之家•夢想同行:廣東獅子會希望服務隊四周年特刊,Chinese,,劉育青主編,中國文藝家出版社,978-988-12793-0-9,,,,,,,,,,香港,2014,,內容以簡體字排版,
2014-01315,,弄潮兒,Chinese,查建英,查建英著,牛津大學出版社(中國)有限公司,978-0-19-800209-3,,,$,100.00,,,,,,香港,2014,,,
2014-02307,,弄墨抒懷•岑漱石畫集,Chinese,,普藝文化促進會編,普藝出版社有限公司,978-988-12744-0-3,,,,,,,,,,香港,2014,,,
2014-01256,,弟子規,Chinese,,,新雅文化事業有限公司,978-962-08-5963-2,,,$,52.00,,,,,,香港,2013,17 x 19厘米127頁彩色插圖,附雷射唱片1隻,
2014-01914,,志在創業:設計師創業8堂必修課,Chinese,孫耀先編,孫耀先編著,經濟日報出版社,978-962-678-782-3,,,$,98.00,,,,,,香港,2013,,,
2014-01998,The speed boat,快艇,Chinese,Jillian Cutting,Jillian Cutting著Jennifer Lautusi繪姚釹譯,青田教育中心,978-988-8274-50-5,,,$,16.00,,,,,,香港,2013,,魔術盒叢書.第5輯; 3,
2014-00316,,快樂童年學鋼琴,Chinese,,金伯斯主編,中國文化出版社,978-988-12139-1-4,,,CNY,58.00,,,,,,香港,2013,,內容以簡體字排版,
2014-00894,,戒痕,Chinese,伍薇,伍薇著2012香港星河出版社,,978-988-219-935-4,,,$,40.00,,,,,,,,,尋夢園; 1610,
2014-00895,,戒痕,Chinese,季可薔,季可薔著2012香港星河出版社,,978-988-219-936-1,,,$,40.00,,,,,,,,,尋夢園; 1611,
2014-00728,,戒煙自在活得精彩:預防復吸手冊輔導員劉子健庄婕,Chinese,,,東華三院社會服務科第2版,978-962-8039-70-8,,,,,,,,,,香港,2013,,,
2014-01986,When I went shopping,我去買東西,Chinese,Joy Cowley,Joy Cowley著Korky Paul繪姚釹譯,青田教育中心,978-988-8274-61-1,,,$,16.00,,,,,,香港,2013,,魔術盒叢書.第6輯; 2,
2014-00011,,我在中國的那些日子,Chinese,加藤嘉一,加藤嘉一著,明報出版社有限公司,978-988-8207-63-3,,,$,88.00,,,,,,香港,2013,,,
2014-02068,,我在你身邊,Chinese,馬莉,馬莉著,中外名流出版社,978-988-16414-8-9,,,$,28.00,,,,,,香港,2013,"21厘米10, 4, 254頁",內容以簡體字排版,
2014-00838,,我在《南方周末》的日子,Chinese,游雁凌,游雁凌著,明報出版社有限公司,978-988-8207-84-8,,,$,98.00,,,,,,香港,2013,,,
2014-00692,,我把月亮摘下來,Chinese,,Anahita Taymourian文及圖林玎玎翻譯,木棉樹出版社,978-988-15035-6-5,,,$,38.00,,,,,,香港,2013,,,
2014-00033,,我沒有你想的那麼勇敢,Chinese,鄭梓靈,鄭梓靈著,皇冠出版社(香港)有限公司,978-988-216-323-2,,,$,78.00,,,,,,香港,2013,,香港皇冠叢書;第1285種,
2014-01123,,我和聖經有個約會:一隻途老山羊的探求,Chinese,李洪根,李洪根著,紅出版,978-988-8223-00-8,,,$,58.00,,,,,,香港,2013,,Spirit ; 009,
2014-01982,My tooth,我的牙齒,Chinese,Jillian Cutting,Jillian Cutting著Jennifer Lautusi繪姚釹譯,青田教育中心,978-988-8274-73-4,,,$,16.00,,,,,,香港,2013,,魔術盒叢書.第7輯; 2,
2014-02391,My dearest mother,我的母親,Chinese,廖家環,廖家環著,成報出版社有限公司,978-988-15930-3-0,,,$,120.00,,,,,,香港,2014,,內容以簡體字排版,
2014-01319,"Buddhism, the first millennium",我的佛教觀,Chinese,池田大作,池田大作著王遵仲譯,牛津大學出版社(中國)有限公司新版,978-0-19-943360-5,,精裝,$,100.00,,,,,,香港,2014,"23厘米xiii, 225頁插圖",,
2014-01876,,我的男主角我的女主角,Chinese,黎芷珊,黎芷珊著童心撰文,知出版社,978-988-8237-30-2,,,$,78.00,,,,,,香港,2013,,,
2014-02040,My dad,我的爸爸,Chinese,Joy Cowley,Joy Cowley著Elizabeth Fuller繪姚釹譯,青田教育中心,978-988-8274-19-2,,,$,16.00,,,,,,香港,2013,,魔術盒叢書.第2輯; 8,
2014-00908,,我的音樂選擇,Chinese,高考亮,高考亮著,明報周刊,978-988-15404-5-4,,,$,88.00,,,,,,香港,2013,,《明周》叢書系列,
2014-01964,My first sticker book,我的第一本IQ貼紙遊戲書. 3-6歲. 1.2.3數與量的學習,Chinese,,丘峰華陳麗雯編,世界出版社,978-962-432-973-5,,,$,25.00,,,,,,香港,2014,30厘米無頁碼彩色插圖附貼紙,,
2014-01967,My first sticker book,我的第一本IQ貼紙遊戲書. 3-6歲. A.B.C初階認知,Chinese,,丘峰華陳麗雯編,世界出版社,978-962-432-974-2,,,$,25.00,,,,,,香港,2014,30厘米無頁碼彩色插圖附貼紙,,
2014-01962,My first sticker book,我的第一本IQ貼紙遊戲書. 3-6歲.生活日用品,Chinese,,丘峰華陳麗雯編,世界出版社,978-962-432-976-6,,,$,25.00,,,,,,香港,2014,30厘米無頁碼彩色插圖附貼紙,,
2014-01965,My first sticker book,我的第一本IQ貼紙遊戲書. 3-6歲.交通工具,Chinese,,丘峰華陳麗雯編,世界出版社,978-962-432-977-3,,,$,25.00,,,,,,香港,2014,30厘米無頁碼彩色插圖附貼紙,,
2014-01960,My first sticker book,我的第一本IQ貼紙遊戲書. 3-6歲.花卉蔬果,Chinese,,丘峰華陳麗雯編,世界出版社,978-962-432-975-9,,,$,25.00,,,,,,香港,2014,30厘米無頁碼彩色插圖附貼紙,,
2014-01966,My first sticker book,我的第一本IQ貼紙遊戲書. 3-6歲.海洋世界,Chinese,,丘峰華陳麗雯編,世界出版社,978-962-432-980-3,,,$,25.00,,,,,,香港,2014,30厘米無頁碼彩色插圖附貼紙,,
2014-01961,My first sticker book,我的第一本IQ貼紙遊戲書. 3-6歲.動物世界,Chinese,,丘峰華陳麗雯編,世界出版社,978-962-432-979-7,,,$,25.00,,,,,,香港,2014,30厘米無頁碼彩色插圖附貼紙,,
2014-01963,My first sticker book,我的第一本IQ貼紙遊戲書. 3-6歲.顏色形狀,Chinese,,丘峰華陳麗雯編,世界出版社,978-962-432-978-0,,,$,25.00,,,,,,香港,2014,30厘米無頁碼彩色插圖附貼紙,,
2014-02027,Where is my hat?,我的帽子在哪裏？,Chinese,Jill Eggleton,Jill Eggleton著Celia Canning繪姚釹譯,青田教育中心,978-988-8274-32-1,,,$,16.00,,,,,,香港,2013,,魔術盒叢書.第3輯; 9,
2014-02035,My bike can fly!,我的腳踏車會飛！,Chinese,Joy Cowley,Joy Cowley著Jan van der Voo繪姚釹譯,青田教育中心,978-988-8274-24-6,,,$,16.00,,,,,,香港,2013,,魔術盒叢書.第3輯; 1,
2014-00526,,我的戰友是英雄:回憶二十世紀那場刻骨銘心的戰爭,Chinese,張洪軍,張洪軍著,當代文學出版社有限公司,978-988-12643-8-1,,,$,36.00,,,,,,香港,2013,,內容以簡體字排版,
2014-01294,,我係麻雀王,Chinese,千王之王,千王之王著,超媒體有限公司,978-988-12725-9-1,,,$,58.00,,,,,,香港,2013,,,
2014-00034,,我係貓奴,Chinese,Cuson Lo,Cuson Lo著,皇冠出版社(香港)有限公司,978-988-216-326-3,,,$,68.00,,,,,,香港,2013,,香港皇冠叢書;第1288種,
2014-00018,,我很想成為文盲填詞人,Chinese,黃綺琳,黃綺琳著,明文出版社,978-988-8207-58-9,,,$,68.00,,,,,,香港,2013,,,
2014-01345,,我是何式凝，今年五十五歲,Chinese,何式凝,何式凝著韓麗珠譯,三聯書店(香港)有限公司,978-962-04-3528-7,,,$,88.00,,,,,,香港,2013,,,
2014-00819,Who am I,我是誰,Chinese,梁家麟,梁家麟著,宣道出版社,978-962-244-977-0,,,$,45.00,,,,,,香港,2013,,黎民Cafe ; 04,
2014-01010,,我要回家,Chinese,林宗仁,林宗仁著,博士苑出版社,978-988-16832-4-3,,,$,48.00,,,,,,香港,2013,,內容以簡體字排版,
2014-01373,,我要飛:高空3萬呎,Chinese,e少,e少著Gabriel Li繪圖,亮光文化有限公司,978-988-8249-26-8,,,$,68.00,,,,,,香港,2013,,,
2014-00556,Our world and our future,我們的世界我們的未來: 2013•第二屆全國少兒世界和平海報比賽廣東賽區廣州越秀區獲獎作品集,Chinese,,劉育青主編,中國文藝家出版社,978-988-12793-4-7,,,CNY,150.00,,,,,,香港,2013,,內容以簡體字排版,
2014-02000,"Our dog, skunk",我們的狗兒「臭鼬」,Chinese,Joy Cowley,Joy Cowley著Astrid Matijasevic繪姚釹譯,青田教育中心,978-988-8274-52-9,,,$,16.00,,,,,,香港,2013,,魔術盒叢書.第5輯; 5,
2014-00043,,我們都是這樣彎大的之.彎彎的魔法App,Chinese,彎彎,彎彎著,青春文化事業出版有限公司,978-988-8157-02-0,,,$,68.00,,,,,,香港,2013,,,
2014-01114,,,Chinese,我們彎,我們彎著返教會基恩之家肢體及友好著,紅出版,978-988-8270-18-7,,,$,78.00,,,,,,香港,2013,21厘米191頁插圖(Warm ; 008),,
2014-01126,,我家有一個A仔,Chinese,育智中心丁錫全冼權鋒,育智中心丁錫全冼權鋒著,紅出版,978-988-8223-96-1,,,$,68.00,,,,,,香港,2013,,Warm ; 006,
2014-00181,,我病了，你們看顧我:探病的十三堂課,Chinese,,吳思源主編,從心會社有限公司,978-988-16012-9-2,,,$,70.00,,,,,,香港,2013,,,
2014-01423,,我給胡耀邦當秘書,Chinese,高勇,高勇著,三聯書店(香港)有限公司,978-962-04-3491-4,,,$,98.00,,,,,,香港,2014,,,
2014-01421,,我感謝敬拜.幼稚級學生本,Chinese,,林容少蕙編鮑德家翻譯2009香港中國基督教播道會文字部修訂版2印,,978-962-673-359-2,,,$,30.00,,,,,,,,28厘米26頁彩色插圖,附貼紙,
2014-02223,,我愛吃,Chinese,陳惠玲,陳惠玲著,培生教育出版亞洲有限公司,978-988-232-140-3,,,$,45.00,,,,,,香港,2014,,互動學習與生活體驗系列.預備班,
2014-01984,I like worms!,我愛吃蟲,Chinese,Joy Cowley,Joy Cowley著Astrid Matijasevic繪姚釹譯,青田教育中心,978-988-8274-60-4,,,$,16.00,,,,,,香港,2013,,魔術盒叢書.第6輯; 1,
2014-02038,I can climb,我會爬樹,Chinese,Jill Eggleton,Jill Eggleton著Philip Webb繪姚釹譯,青田教育中心,978-988-8274-21-5,,,$,16.00,,,,,,香港,2013,,魔術盒叢書.第2輯; 10,
2014-00890,,我還看得見:藝術通識專題實驗教學,Chinese,,徐香蘭嚴麗萍廖健羽編,香港美術教育協會,978-988-19870-9-9,,,,,,,,,,香港,2013,30厘米76頁彩色插圖,,
2014-02288,,抗膽固醇家常湯水,Chinese,徐思濠編,徐思濠編著,跨版生活圖書出版增訂版,978-988-16602-4-4,,,$,68.00,,,,,,香港,2014,21厘米220頁插圖(中醫湯水系列),,
2014-01427,,抒情中國論,Chinese,陳國球,陳國球著,三聯書店(香港)有限公司,978-962-04-3450-1,,,$,88.00,,,,,,香港,2013,,三聯人民書系,
2014-02010,Keep looking!,找找看,Chinese,Jill Eggleton,Jill Eggleton著Peter Stevenson繪姚釹譯,青田教育中心,978-988-8274-69-7,,,$,16.00,,,,,,香港,2013,,魔術盒叢書.第6輯; 10,
2014-02296,Li Shenzhi : confessions to the party (1957-1990). Volume 1,李慎之的檢討書(1957-1990).上,Chinese,,李三達編,新世紀出版及傳媒有限公司,978-988-15571-3-1,,,$,198.00,,,,,,香港,2013,,,
2014-02297,Li Shenzhi : confessions to the party (1957-1990). Volume 2,李慎之的檢討書(1957-1990).下,Chinese,,李三達編,新世紀出版及傳媒有限公司,978-988-15571-3-1,,,$,198.00,,,,,,香港,2013,,,
2014-00315,,杜波人物速寫,Chinese,杜波,杜波著,中國文化出版社,978-988-12139-0-7,,,CNY,68.00,,,,,,香港,2013,,內容以簡體字排版,
2014-02417,Works of Du Zhu,杜洙作品集:色粉畫水彩畫,Chinese,,,中國文藝學術出版社有限公司,978-988-12223-8-1,,,$,180.00,,,,,,香港,2013,,內容以簡體字排版,
2014-01296,,杏林孺子牛:杜華馮寶蘭,Chinese,何博納,何博納著,超媒體有限公司,978-988-12725-1-5,,精裝,$,88.00,,,,,,香港,2013,22厘米175頁插圖內容以簡體字排版,,
2014-00308,,每天學點實用口才學,Chinese,趙雅琨編,趙雅琨編著,非凡出版,978-988-8263-21-9,,,$,68.00,,,,,,香港,2013,,,
2014-00319,,求真探美,Chinese,趙洪恩,趙洪恩著,中國文化出版社,,,,,,,,,,,香港,2013,"21厘米[18], 401頁插圖(部份彩色)",內容以簡體字排版,
2014-02218,Lectures on Po E Sheng Lun & Preface to Nahan,汪暉讀魯迅:《破惡聲論《》吶喊•自序》講稿,Chinese,汪暉,汪暉著,中文大學出版社,978-962-996-571-6,,,$,70.00,,,,,,香港,2013,,慢讀經典,
2014-00121,,沖繩食玩買終極天書,Chinese,陳小敏,陳小敏著,長空出版有限公司14-15全新Update版,978-988-12153-8-3,,,$,108.00,,,,,,香港,2013,,長空自遊系列; 022,
2014-00953,,沈勝衣傳奇創刊號(27.11.2013)香港天下出版(香港)有限公司,Chinese,,,,,,,,,,,,,,,,27厘米36頁彩色插圖週刊,,
2014-01792,Sum Mo’s paintings,沈墨畫集,Chinese,,,中國藝術家出版社,978-988-12460-6-6,,,$,280.00,,,,,,香港,2013,,,
2014-00917,,沙田浸信會敬拜讚美詩集. 5.敬拜的福氣,Chinese,,馬世烜編,基稻田出版社,978-988-15232-9-7,,,$,80.00,,,,,,香港,2013,,,
2014-01111,,沒有無瑕的基督徒,Chinese,香港人陳以諾,香港人陳以諾著,紅出版,978-988-8223-83-1,,,$,50.00,,,,,,香港,2013,21厘米335頁插圖,,
2014-01449,,男人最痛,Chinese,江金富等,江金富等著,優訊傳媒有限公司,978-988-19388-2-4,,,$,98.00,,,,,,香港,2013,20厘米174頁彩色插圖,附物理自療DIY示範手冊,
2014-01915,,男人愛這樣女人這樣愛,Chinese,What2believe,What2believe著,經濟日報出版社,978-962-678-786-1,,,$,78.00,,,,,,香港,2014,,,
2014-00037,,男神學堂,Chinese,阿寬,阿寬著,皇冠出版社(香港)有限公司,978-988-216-324-9,,,$,88.00,,,,,,香港,2013,,港男精英教育; 1,
2014-01087,,秀水鷹城:平頂山淮河流域航空攝影作品集,Chinese,張金保,張金保著,中國圖書出版社有限公司,978-988-8205-00-4,,精裝,$,369.00,,,,,,香港,2013,25 x 35厘米111頁彩色插圖,內容以簡體字排版,
2014-01437,Systematische theologie. Band I,系統神學.卷,Chinese,Wolfhart Pannenberg,Wolfhart Pannenberg著李秋零譯,道風書社,978-962-8911-95-0,,,$,320.00,,,,,,香港,2013,,歷代基督教思想學術文庫.現代系列; 232,
2014-00699,,初中數學新探索作業. 3A,Chinese,洪劍婷編,洪劍婷編著2010香港香港教育圖書公司,,978-988-200-815-1,,,$,49.00,,,,,,,,,,
2014-01268,,初中數學新探索解題特訓練習. 2B,Chinese,,,香港教育圖書公司第2版,978-988-8188-26-0,,,,,,,,,,香港,2013,,,
2014-01269,,初中數學新探索解題特訓練習. 3B,Chinese,,,香港教育圖書公司第2版,978-988-8189-01-4,,,,,,,,,,香港,2013,,,
2014-00970,,初學集,Chinese,金更臣,金更臣著,中國文化出版社,978-988-15692-5-7,,,$,26.00,,,,,,香港,2013,,內容以簡體字排版,
2014-00410,How to get hired now!,見工面試必勝天書,Chinese,孔碧儀,孔碧儀著,萬里機構.萬里書店,978-962-14-4749-4,,,$,68.00,,,,,,香港,2013,,,
2014-00156,,見習元氣女神.第16期,Chinese,鈴木Julietta,鈴木Julietta著周莉楠譯,天下出版(國際)有限公司香港中文版,978-988-8214-17-4,,,$,30.00,,,,,,香港,2013,,,
2014-00187,,走出魯溪灣,Chinese,倪國初,倪國初著,華夏文化出版社,978-988-16850-1-8,,,$,48.00,,,,,,香港,2013,,內容以簡體字排版,
2014-01565,,走向輝煌:早期的國共較量,Chinese,金一南,金一南著,中華書局(香港)有限公司,978-988-8263-68-4,,,$,118.00,,,,,,香港,2014,,中華說史; 009,
2014-01896,,走跳東京！爽到翻的另類享樂小旅行,Chinese,Teepagorn Wuttipitayamongkol,Teepagorn Wuttipitayamongkol著張儀欣譯,知出版社,978-988-8237-33-3,,,$,88.00,,,,,,香港,2013,,,
2014-00493,,足球旅行歐洲地圖.西班牙•德國•葡萄牙,Chinese,李文雋蔡永康,李文雋蔡永康著,萬里機構.萬里書店,978-962-14-5074-6,,,$,88.00,,,,,,香港,2013,,,
2014-00494,,足球旅行歐洲地圖.英格蘭•意大利•荷蘭,Chinese,李文雋蔡永康,李文雋蔡永康著,萬里機構.萬里書店,978-962-14-4658-9,,,$,88.00,,,,,,香港,2013,,,
2014-01562,1911 Revolution and Christianity in Hong Kong,辛亥革命與香港基督教,Chinese,,李志剛主編,基督教文藝出版社有限公司,978-962-294-165-6,,,$,160.00,,,,,,香港,2014,,,
2014-00666,,那天我出席了一個葬禮,Chinese,蔣薇,蔣薇著,Sun Effort Limited,978-988-16095-1-9,,,$,78.00,,,,,,香港,2013,,,
2014-00373,,亞利桑那的薔薇,Chinese,頂貓の小姐,頂貓の小姐著,世界出版社,978-962-432-963-6,,,$,58.00,,,,,,香港,2013,,魔術師物語; IV,
2014-01062,,亞青念誦集,Chinese,周煜婷,周煜婷著,香港鋒尚傳媒出版集團有限公司,978-988-16034-7-0,,精裝,$,39.00,,,,,,香港,2013,,內容以簡體字排版,
2014-00701,,京阪神旅遊全攻略,Chinese,,鄭兆臻編採,正文社出版有限公司2014-15年版,978-988-8154-42-5,,,$,108.00,,,,,,香港,2013,,正文社日本旅遊書; 2,
2014-00119,,京都大阪+神戶奈良滋賀食玩買終極天書,Chinese,鄭秀富,鄭秀富著,長空出版有限公司14-15全新Update版,978-988-12153-5-2,,,$,108.00,,,,,,香港,2013,,長空自遊系列; 006,
2014-01858,,京都午茶時光！ :日式抹茶幸福甜點,Chinese,,丸久小山園監修羅怡蘋譯,Forms Kitchen,978-988-8237-56-2,,,$,78.00,,,,,,香港,2013,,Baking & desserts,
2014-00822,Acts,使徒行傳,Chinese,朴允善,朴允善著,以馬內利書室,978-988-12481-1-4,,,$,60.00,,,,,,香港,2013,23厘米321頁,內容以簡體字排版,
2014-00067,The NIV application commentary Acts,使徒行傳.卷上,Chinese,Ajith Fernando,Ajith Fernando著黃宜嫻譯,漢語聖經協會有限公司,978-962-513-937-1,,,$,96.00,,,,,,香港,2013,,國際釋經應用系列; 44A,
2014-00068,The NIV application commentary Acts,使徒行傳.卷下,Chinese,Ajith Fernando,Ajith Fernando著黃宜嫻譯,漢語聖經協會有限公司,978-962-513-938-8,,,$,96.00,,,,,,香港,2013,,國際釋經應用系列; 44B,
2014-01945,,侏羅紀的恐龍大戰,Chinese,陸楊,陸楊著,世界出版社,978-962-432-995-7,,,$,45.00,,,,,,香港,2014,,超時空歷險,
2014-00797,The CNV kid’s bible : a character builder. Advanced edition,兒童品格聖經.進階篇,Chinese,,黎永明主編,環球聖經公會有限公司,978-988-8124-81-7,,精裝,$,150.00,,,,,,香港,2013,,中英對照,
2014-01404,The CNV kid’s bible : a character builder. Advanced edition,兒童品格聖經.進階篇,Chinese,,黎永明主編,環球聖經公會有限公司,978-988-8124-83-1,,精裝,$,150.00,,,,,,香港,2014,"20 x 24厘米xii, 218頁彩色插圖",內容以簡體字排版,
2014-01689,,兒童發展基金校本模式優質計劃資源指南,Chinese,賴文建等,賴文建等著,香港理工大學應用社會科學系醫療及社福研究網絡,978-988-17242-2-9,,,,,,,,,,香港,2014,,,
2014-01688,,兒童發展基金優質計劃數據管理手冊,Chinese,賴文建柳雪怡,賴文建柳雪怡著,香港理工大學應用社會科學系醫療及社福研究網絡,978-988-17242-3-6,,,,,,,,,,香港,2014,,,
2014-00457,,咖啡大師的咖啡館: 50道冠軍級創意咖啡大公開,Chinese,鄭雅綺,鄭雅綺著楊志雄攝,萬里機構.飲食天地出版社,978-962-14-5278-8,,,$,108.00,,,,,,香港,2013,,,
2014-01848,Enjoy coffee enjoy life,咖啡黃•嘆咖啡:享受咖啡享受人生,Chinese,黃浩輝,黃浩輝著,Forms Kitchen,978-988-8178-71-1,,,$,128.00,,,,,,香港,2013,,,
2014-00310,,呼吸的牛仔褲:青春的成長故事,Chinese,常新港,常新港著霍玉英選編高佩聰插畫,香港中和出版有限公司,978-988-8200-76-4,,,$,58.00,,,,,,香港,2013,,,
2014-00178,,周永康垮台驚天內幕暗殺習近平另有圖謀,Chinese,新紀元周刊編輯部,新紀元周刊編輯部著,新紀元周刊出版社有限公司,978-988-12360-9-8,,,,,,,,,,香港,2013,,中國大變動系列; 017,
2014-01049,,周易解秘,Chinese,,李有榮編2012香港中國傳統文化出版社,,978-988-18613-3-7,,,$,32.00,,,,,,,,,內容以簡體字排版,
2014-02226,,和動物做朋友,Chinese,陳惠玲,陳惠玲著,培生教育出版亞洲有限公司,978-988-232-143-4,,,$,45.00,,,,,,香港,2014,,互動學習與生活體驗系列.預備班,
2014-00973,,和諧城管你我共建,Chinese,莊悅寧,莊悅寧著,中國文化出版社,978-988-15692-0-2,,,$,29.80,,,,,,香港,2013,,內容以簡體字排版,
