serial,title_eng,title_chi,language,author,detailed_authorship,publisher,ISBN_1,ISSN_1,medium_1,price_1_currency,price_1,ISBN_2,ISSN_2,medium_2,price_2_currency,price_2,location_of_publication,year_of_publication,format,details,edition
2008-11406,,"初中中外歷史文化透視.單元3,古代東西文化的分別與交流.課題3,佛教的發展與傳播",Chinese,陳士琛等,陳士琛等著,時信出版(香港),978-988-208-982-2,,,$,42.00,,,,,,香港,2008,,,
2008-11420,,"初中中外歷史文化透視.單元3,古代東西文化的分別與交流.課題3,佛教的發展與傳播.教師手冊",Chinese,陳士琛等,陳士琛等著,時信出版(香港),978-988-208-990-7,,,,,,,,,,香港,2008,,,
2008-11407,,"初中中外歷史文化透視.單元6,中古時期東西接觸與衝突.課題1,唐宋時期中外文化的交流",Chinese,陳士琛等,陳士琛等著,時信出版(香港),978-988-208-983-9,,,$,42.00,,,,,,香港,2008,,,
2008-11421,,"初中中外歷史文化透視.單元6,中古時期東西接觸與衝突.課題1,唐宋時期中外文化的交流.教師手冊",Chinese,陳士琛等,陳士琛等著,時信出版(香港),978-988-208-991-4,,,,,,,,,,香港,2008,,,
2008-11408,,"初中中外歷史文化透視.單元6,中古時期東西接觸與衝突.課題2,伊斯蘭文化及傳播",Chinese,陳士琛等,陳士琛等著,時信出版(香港),978-988-208-984-6,,,$,42.00,,,,,,香港,2008,,,
2008-11422,,"初中中外歷史文化透視.單元6,中古時期東西接觸與衝突.課題2,伊斯蘭文化及傳播.教師手冊",Chinese,陳士琛等,陳士琛等著,時信出版(香港),978-988-208-992-1,,,,,,,,,,香港,2008,,,
2008-11409,,"初中中外歷史文化透視.單元6,中古時期東西接觸與衝突.課題3,東西的衝突與接觸",Chinese,陳士琛等,陳士琛等著,時信出版(香港),978-988-208-937-2,,,$,42.00,,,,,,香港,2008,,,
2008-11423,,"初中中外歷史文化透視.單元6,中古時期東西接觸與衝突.課題3,東西的衝突與接觸.教師手冊",Chinese,陳士琛等,陳士琛等著,時信出版(香港),978-988-208-949-5,,,,,,,,,,香港,2008,,,
2008-11424,,"初中中外歷史文化透視.單元7,東方帝國的衰落與西方向近代邁進.課題1,明清帝國的興衰.教師手冊",Chinese,陳士琛等,陳士琛等著,時信出版(香港),978-988-208-950-1,,,,,,,,,,香港,2008,,,
2008-11425,,"初中中外歷史文化透視.單元7,東方帝國的衰落與西方向近代邁進.課題2,邁向近代的西方.教師手冊",Chinese,陳士琛等,陳士琛等著,時信出版(香港),978-988-208-951-8,,,,,,,,,,香港,2008,,,
2008-11410,,"初中中外歷史文化透視.單元8,歐美的政治與革命運動.課題1,美國獨立戰爭與內戰",Chinese,陳士琛等,陳士琛等著,時信出版(香港),978-988-208-985-3,,,$,42.00,,,,,,香港,2008,,,
2008-11426,,"初中中外歷史文化透視.單元8,歐美的政治與革命運動.課題1,美國獨立戰爭與內戰.教師手冊",Chinese,陳士琛等,陳士琛等著,時信出版(香港),978-988-208-993-8,,,,,,,,,,香港,2008,,,
2008-11427,,"初中中外歷史文化透視.單元8,歐美的政治與革命運動.課題2,法國大革命與拿破崙帝國.教師手冊",Chinese,陳士琛等,陳士琛等著,時信出版(香港),978-988-208-952-5,,,,,,,,,,香港,2008,,,
2008-11441,,初中中外歷史文化透視影畫教室.教師專用,Chinese,,李培真盧巧妍編,時信出版(香港),978-988-218-130-4,,,,,,,,,,香港,2008,,,
2008-10313,,初中英語入門捷徑:中考英語補差奪優輔導教材,Chinese,,龔祝平黃簫樾主編,中國科學文化,978-988-17682-1-6,,,CNY,39.80,,,,,,香港,2008,26厘米298頁插圖,部分內容以英文排版,
2008-09870,,初中教師增補手冊2008.中1,Chinese,,,牛津大學出版社(中國),978-0-19-800060-0,,,,,,,,,,香港,2008,,牛津/勤達數學系列,
2008-09871,,初_ˇˇˇ_ˇˇˇ_ˇ中教師增補手冊2008.中2,Chinese,,,牛津大學出版社(中國),978-0-19-800061-7,,,,,,,,,,香港,2008,,牛津/勤達數學系列,
2008-12527,,"初戀限定. 1,美少女A與野獸Z",Chinese,河下水希,河下水希著余奕龍譯,文化傳信香港中文版,978-962-8965-37-3,,,$,30.00,,,,,,香港,2008,,,
2008-11152,,見字請回家,Chinese,黃敏華,黃敏華著,點出版,978-988-17450-3-3,,,$,60.00,,,,,,香港,2008,,筆記小說系列; 01,
2008-10196,,言繰師.第3集,Chinese,東江侑市,東江侑市著佐倉賢一作畫何家敏譯,玉皇朝出版香港中文版,978-988-8001-63-7,,,$,28.00,,,,,,香港,2008,,,
2008-11146,,走出曠野:領導管你的藝術,Chinese,何靜瑩,何靜瑩著,Roundtable Enterprise Limited,978-988-99553-4-2,,,$,58.00,,,,,,香港,2008,,,
2008-11468,,走向晚晴,Chinese,陳茂相,陳茂相著,香港日月星製作,978-962-944-444-0,,精裝,$,100.00,,,,,,香港,2008,,,
2008-12064,,走沙滌塵:微言．小小說,Chinese,莊柔玉,莊柔玉著野人圖,匯智,978-962-8960-67-5,,,$,56.00,,,,,,香港,2008,,,
2008-12721,Walking into the hometown of gingko in China,走進中國銀杏之鄉,Chinese,曹宏編,曹宏編著,中國書局,978-962-8785-50-6,,精裝,$,385.00,,,,,,香港,2008,30厘米243頁彩色插圖,部分內容以英文排版,
2008-09747,,走過青春,Chinese,王軍,王軍著,北京圖書,978-988-17766-3-1,,,$,35.00,,,,,,香港,2008,,內容以簡體字排版,
2008-11212,,走讀藝術:香港藝術家工作室.第2冊,Chinese,,黎明海主編,宏亞出版,978-988-17041-5-3,,精裝,$,420.00,,,,,,香港,2008,,,
2008-10474,,足球前鋒. 16,Chinese,愛原司,愛原司著磊正傑譯,東立香港中文版,978-986-10-1495-1,,,$,30.00,,,,,,香港,2008,,,
2008-10532,,足球騎士.第9集,Chinese,伊賀大晃月山可也,伊賀大晃月山可也著李臨麾譯,東立香港中文版,978-986-10-1486-9,,,$,30.00,,,,,,香港,2008,,,
2008-10533,,足球騎士.第10集,Chinese,伊賀大晃月山可也,伊賀大晃月山可也著李臨麾譯,東立香港中文版,978-986-10-1748-8,,,$,30.00,,,,,,香港,2008,,,
2008-10534,,足球騎士.第11集,Chinese,伊賀大晃月山可也,伊賀大晃月山可也著李臨麾譯,東立香港中文版,978-986-10-2075-4,,,$,30.00,,,,,,香港,2008,,,
2008-11520,Holistic health magazine創刊號(25.10.2008)香港香港身心健康中心,身心健康雜誌,Chinese,,,,,,,,,,,,,,,,27厘米11頁彩色插圖每年8期,,
2008-11068,,,Chinese,那些年，我們騎,那些年，我們騎著自行車竹內真著鍾嘉惠譯,萬里機構.萬里書店,978-962-14-3869-0,,,$,58.00,,,,,,香港,2008,,看小說,
2008-10701,,那是什麼?,Chinese,虞麗翔沈啟國,虞麗翔沈啟國著,大華風采第二版,,,,,,,,,,,香港,2008,28厘米8頁彩色插圖(快樂幼兒華語; 12)內容以簡體字排版ISBN 978-962-978-292-4 ISBN 978-962-978-353-2 (全套) :,,
2008-10737,,那是什麼?,Chinese,虞麗翔沈啟國,虞麗翔沈啟國著,大華風采第二版,,,,,,,,,,,香港,2008,28厘米8頁彩色插圖(快樂幼兒華語; 12) ISBN 978-962-978-328-0 ISBN 978-962-978-354-9 (全套) :,,
2008-10774,,那是什麼?,Chinese,虞麗翔沈啟國,虞麗翔沈啟國著,大華風采第三版,,,,,,,,,,,香港,2008,15厘米8頁彩色插圖(快樂幼兒華語; 12)內容以簡體字排版ISBN 978-962-978-037-1 ISBN 978-962-978-359-4 (全套) :,,
2008-10810,,那是什麼?,Chinese,虞麗翔沈啟國,虞麗翔沈啟國著,大華風采第三版,,,,,,,,,,,香港,2008,15厘米8頁彩色插圖(快樂幼兒華語; 12) ISBN 978-962-978-072-2 ISBN 978-962-978-141-5 (全套) :,,
2008-09737,,亞洲女性主義神學,Chinese,,黃慧貞編,基督教文藝,978-962-294-032-1,,,$,95.00,,,,,,香港,2008,,亞洲處境神學論叢; 3,
2008-12683,,亞洲民間故事,Chinese,章愉黃健琪是非,章愉黃健琪是非著夢想國工作室繪圖,世界,978-962-432-698-7,,精裝,$,68.00,,,,,,香港,2008,,民間故事集,
2008-11112,,京都大阪＋神戶名古屋奈良和歌山食玩買終極天書,Chinese,陳俊偉,陳俊偉著,長空出版08-09全新Update版,978-988-17760-8-2,,,$,88.00,,,,,,香港,2008,,長空自遊系列; 006,
2008-11173,,兒童崇拜.第12冊,Chinese,,鮑許冰清主編,中國基督教播道會文字部修訂版,978-962-673-374-5,,,$,30.00,,,,,,香港,2008,,,
2008-10597,,"兒童教理課本.第1冊,天父愛我",Chinese,,天主教香港教區教理委員會編,公教真理學會修訂版,978-962-8909-40-7,,,$,25.00,,,,,,香港,2008,,,
2008-10596,,"兒童教理課本.第2冊,愛主愛人",Chinese,,天主教香港教區教理委員會編,公教真理學會修訂版,978-962-8909-39-1,,,$,28.00,,,,,,香港,2008,,,
2008-10594,,"兒童教理導師手冊.第1冊,天父愛我",Chinese,,天主教香港教區教理委員會編,公教真理學會修訂版,978-962-8909-45-2,,,$,28.00,,,,,,香港,2008,,,
2008-10595,,"兒童教理導師手冊.第2冊,愛主愛人",Chinese,,天主教香港教區教理委員會編,公教真理學會修訂版,978-962-8909-46-9,,,$,28.00,,,,,,香港,2008,,,
2008-09741,,兩岸密使50年,Chinese,魏承思,魏承思著2005香港星克爾,,988-98295-2-5,,,$,100.00,,,,,,,,,記憶歷史叢書,
2008-11983,,"卓思暑期作業.中文1,小6升中1 2006香港卓思第三版",Chinese,,,,978-962-8938-12-4,,,$,30.00,,,,,,,,,附貼紙1張,
2008-11984,,"卓思暑期作業.中文2,中1升中2 2006香港卓思第三版",Chinese,,,,978-962-8938-13-1,,,$,30.00,,,,,,,,,附貼紙1張,
2008-11985,,"卓思暑期作業.中文3,中2升中3 2006香港卓思第三版",Chinese,,,,978-962-8938-14-8,,,$,30.00,,,,,,,,,附貼紙1張,
2008-11986,,"卓思暑期作業.中文4,中3升中4 2006香港卓思第三版",Chinese,,,,978-962-8938-15-5,,,$,30.00,,,,,,,,,,
2008-12177,,周恩來在情報戰線,Chinese,張繼賢張延明編,張繼賢張延明編著,中國世紀出版集團,978-988-99744-6-6,,,$,48.00,,,,,,香港,2008,,內容以簡體字排版,
2008-10289,,和巴菲特電郵對談:投資創富機遇,Chinese,方宏博,方宏博著,文化會社,978-988-17609-7-5,,,$,78.00,,,,,,香港,2008,,Smart財智策略,
2008-09762,,"和睦孩子yes, I can!.小學2年級上,教師/家長版",Chinese,黃重光等,黃重光等著高嶽插圖,全人發展中心,978-988-17444-1-8,,,$,48.00,,,,,,香港,2008,,I can全人教育小學系列; 2,
2008-09756,,"和睦孩子yes, I can!.小學2年級上,學生版",Chinese,黃重光等,黃重光等著高嶽插圖,全人發展中心,978-988-17426-9-8,,,$,48.00,,,,,,香港,2008,,I can全人教育小學系列; 2,
2008-12558,,"夜王. 20,的場遼介，奇謀妙策",Chinese,井上紀良,井上紀良著倉科遼原作鄭盈盈譯,文化傳信香港中文版,978-988-8007-07-3,,,$,35.00,,,,,,香港,2008,,,
2008-11575,,夜櫻四重奏.第4卷,Chinese,Suzuhito Yasuda,Suzuhito Yasuda著林秋英譯,天下香港中文版,978-988-215-704-0,,,$,35.00,,,,,,香港,2008,,,
2008-10301,,奔月假期,Chinese,馬星原,馬星原著,世紀文化,978-962-8714-95-7,,,$,25.00,,,,,,香港,2008,,白貓黑貓六格爆笑彈; 13,
2008-10880,,奇幻夜,Chinese,李碧華,李碧華著,天地,978-988-211-966-6,,,$,68.00,,,,,,香港,2008,,怪談精選集;卷一,
2008-10837,,奇妙中文.第一冊,Chinese,虞麗翔沈啟國,虞麗翔沈啟國著,大華風采第2版,978-962-978-242-9,,,USD,22.95,,,,,,香港,2007,29厘米81頁彩色插圖,部分內容以英文排版,
2008-10838,,奇妙中文.第二冊,Chinese,虞麗翔沈啟國,虞麗翔沈啟國著2006香港大華風采,,962-978-245-6,,,USD,22.95,,,,,,,,29厘米89頁彩色插圖,部分內容以英文排版,
2008-10835,,奇妙中文練習冊.第一冊,Chinese,虞麗翔沈啟國,虞麗翔沈啟國著,大華風采第2版,978-962-978-243-6,,,USD,17.95,,,,,,香港,2008,29厘米69頁插圖,部分內容以英文排版,
2008-10836,,奇妙中文練習冊.第二冊,Chinese,虞麗翔沈啟國,虞麗翔沈啟國著,大華風采第2版,978-962-978-246-7,,,USD,17.95,,,,,,香港,2008,29厘米81頁插圖,部分內容以英文排版,
2008-11355,,奇門六壬預測股市期貨外匯全集.第1卷,Chinese,魯陽才,魯陽才著,香港雨雪易學文化,978-988-17277-2-5,,,$,80.00,,,,,,香港,2008,,,
2008-10853,,奇門改運術,Chinese,葉沛明,葉沛明著,名師,978-962-85431-7-5,,,$,80.00,,,,,,香港,2008,,,
2008-10854,,姓名學,Chinese,周神松,周神松著,名師,978-962-85431-8-2,,,$,60.00,,,,,,香港,2008,,,
2008-10086,,姊妹專業美容年鑑2009,Chinese,,李慧慧編,凌速姊妹(集團),978-988-98858-9-2,,,$,98.00,,,,,,香港,2008,,,
2008-12559,,孤島診療所.第22集,Chinese,山田貴敏,山田貴敏著沈金美譯,文化傳信,978-962-8988-80-8,,,$,35.00,,,,,,香港,2008,,,
2008-12677,,孤雛淚,Chinese,Charles Dickens,Charles Dickens著陳秀琴主編,世界,978-962-432-701-4,,,$,78.00,,,,,,香港,2008,,讀名著看世界,
2008-10092,,宗教教育就是心靈教育,Chinese,吳梓明,吳梓明著,香港教育學院宗教教育與心靈教育中心,978-988-17794-1-0,,,$,25.00,,,,,,香港,2008,"21厘米iv, 21頁",部分內容以英文排版,
2008-10856,,定格十六歲,Chinese,林曉鳳,林曉鳳著,灼華文字工藝坊,978-988-17243-2-8,,,$,45.00,,,,,,香港,2008,,灼華作品系列,
2008-10229,,官商巨鱷掠地大戰,Chinese,鄭榮昌謝光飛,鄭榮昌謝光飛著,文化藝術,978-988-17229-5-9,,,$,100.00,,,,,,香港,2008,,,
2008-12248,,官階與服等,Chinese,閻步克,閻步克著,三聯,978-962-04-2799-2,,,$,78.00,,,,,,香港,2008,,三聯人文書系,
2008-11513,,幸福婚姻之鑰,Chinese,狄惠榮,狄惠榮著,生命流,978-962-313-244-2,,,$,24.00,,,,,,香港,2008,,,
2008-10467,,幸福喫茶館. 10,Chinese,松月滉,松月滉著蔡妃甯譯,東立香港中文版,978-962-955-579-5,,,$,30.00,,,,,,香港,2008,,,
2008-12627,,幸福樹上的紅蘋果,Chinese,朱茜菲,朱茜菲著,青馬文化事業,978-962-8932-72-6,,,$,55.00,,,,,,香港,2008,,,
2008-11011,,忠孝兩全,Chinese,麥兆輝顧瓊華,麥兆輝顧瓊華著,浸信會出版社(國際),978-962-933-748-3,,,$,38.00,,,,,,香港,2008,,博進系列,
2008-11028,,怪傑佐羅力之名偵探登場,Chinese,,原裕編繪厲河譯,正文社,978-988-210-675-8,,,$,55.00,,,,,,香港,2008,,怪傑佐羅力系列; 14,
2008-11027,,怪傑佐羅力之神秘的外星人,Chinese,,原裕編繪厲河譯,正文社,978-988-210-674-1,,,$,55.00,,,,,,香港,2008,,怪傑佐羅力系列; 13,
2008-11730,,性高潮孕發的悲哀,Chinese,戴華源,戴華源著,國際河洛文化研究學院,978-962-86366-6-2,,,$,36.00,,,,,,香港,2008,,,
2008-10606,,放飛:王新民、王英翰歌曲集,Chinese,,,名人,978-988-17538-6-1,,,$,28.80,,,,,,香港,2008,,內容以簡體字排版,
2008-11854,,放學,Chinese,姚釹,姚釹著洪波插圖2005香港青田教育中心,,962-563-855-5,,,$,15.00,,,,,,,,,我自己會讀叢書.綠; 6,
2008-10864,,明初宮廷雜劇研究,Chinese,魏城璧,魏城璧著,明報,978-962-8994-50-2,,,$,52.00,,,,,,香港,2008,,,
2008-12956,,"明思愛數學故事系列. 5下,軍訓集「鐘」營2",Chinese,霍安琪,霍安琪著,明思,978-962-8963-61-4,,,$,44.00,,,,,,香港,2008,,中英對照,
2008-12952,,明思數學全效補充練習. 3上,Chinese,潘海昌,潘海昌著,明思,978-962-8963-72-0,,,$,48.00,,,,,,香港,2008,,,
2008-12953,,明思數學全效補充練習. 4上,Chinese,潘海昌,潘海昌著,明思,978-962-8963-74-4,,,$,48.00,,,,,,香港,2008,,,
2008-12954,,明思數學全效補充練習. 5上,Chinese,潘海昌,潘海昌著,明思,978-962-8963-76-8,,,$,48.00,,,,,,香港,2008,,,
2008-12955,,明思數學全效補充練習. 6上,Chinese,潘海昌,潘海昌著,明思,978-962-8963-78-2,,,$,48.00,,,,,,香港,2008,,,
2008-12950,,明思數學全效補充練習.小1,Chinese,梁婉儀,梁婉儀著,明思,978-962-8963-65-2,,,$,48.00,,,,,,香港,2008,,,
2008-12951,,明思數學全效補充練習.小2,Chinese,梁婉儀,梁婉儀著,明思,978-962-8963-66-9,,,$,48.00,,,,,,香港,2008,,,
2008-12249,,明清之際的思想與言說,Chinese,趙園,趙園著,三聯,978-962-04-2800-5,,,$,68.00,,,,,,香港,2008,,三聯人文書系,
2008-12447,,明清肖像畫,Chinese,,楊新主編,商務,978-962-07-5334-3,,精裝,$,420.00,,,,,,香港,2008,,故宮博物院藏文物珍品全集; 8,
2008-12454,,明報周刊40周年紀念號,Chinese,,明報周刊編輯委員會編,明報周刊,978-988-17286-2-3,,,$,35.00,,,,,,香港,2008,,附明周40年,
2008-12387,,易安居游藝集:蔡易安馬淑章藝文集,Chinese,,,中國藝術,978-988-17156-7-8,,,$,66.00,,,,,,香港,2008,,內容以簡體字排版,
2008-09939,,易學韓語入門. 1盧泓沂撰稿,Chinese,,,鎮通I.M.I貿易,978-988-99278-6-8,,,$,68.00,,,,,,香港,2008,,中韓對照,
2008-11461,,服務研習計劃:嶺南模式,Chinese,,陳章明主編,嶺南大學服務研習處,978-988-99577-3-5,,,,,,,,,,香港,2008,,內容以簡體字排版,
2008-09943,,林炳南2009牛年運程,Chinese,林炳南,林炳南著,林炳南玄學術數會,978-988-98724-4-1,,,$,42.00,,,,,,香港,2008,,,
2008-11085,,東方伊甸園:天府川西,Chinese,賴武編,賴武編著,萬里機構.萬里書店,978-962-14-3843-0,,,$,78.00,,,,,,香港,2008,,,
2008-10210,,東京innocent.第4集,Chinese,鳴見なる,鳴見なる著伊死譯,玉皇朝出版香港中文版,978-988-8002-86-3,,,$,33.00,,,,,,香港,2008,,,
2008-12037,,東非尋神記,Chinese,呂慧明,呂慧明著,紅投資,978-988-8010-32-5,,,$,70.00,,,,,,香港,2008,,,
2008-10082,East Wing West Wing,東宮西宮,Chinese,黎達達榮,黎達達榮著廖端麗英文翻譯,進念二十面體,978-988-97788-8-0,,,$,98.00,,,,,,香港,2008,,部分內容以英文排版,
2008-12032,,欣然集:馮浪波散文選,Chinese,,,藍天圖書,978-988-8010-39-4,,,$,58.00,,,,,,香港,2008,,,
2008-11791,,"武道狂之詩.卷1,風從虎．雲從龍",Chinese,喬靖夫,喬靖夫著,天行者,978-988-17239-8-7,,,$,68.00,,,,,,香港,2008,,狼派小說; 01,
2008-10195,,武靈士三國志.第2集真壁太陽原作河柳乃助作畫李靜琪,Chinese,,譯,玉皇朝出版香港中文版,978-988-8002-00-9,,,$,30.00,,,,,,香港,2008,,,
2008-12123,,武靈士三國志.第3集真壁太陽原作河柳乃助作畫李靜琪,Chinese,,譯,玉皇朝出版香港中文版,978-988-8012-54-1,,,$,30.00,,,,,,香港,2008,,,
2008-10396,,法庭內望:從法官的總結詞看強姦案件的審判與迷思研究報告,Chinese,吳惠貞梁麗儀,吳惠貞梁麗儀著,關注婦女性暴力協會,978-988-99869-1-9,,,,,,,,,,香港,2008,,,
2008-11261,,法國、巴黎,Chinese,,孫啟元編,郭良蕙新事業2009-2010年版,978-988-17877-1-2,,,$,48.00,,,,,,香港,2008,,旅遊通系列,
2008-10635,,法華經的壽量,Chinese,池田大作等,池田大作等著創價學會譯2005香港明報第二版,,962-973-346-3,,,$,83.00,,,,,,,,,佛教與人生; 6,
2008-11009,,治療師的筆記本,Chinese,黃葉仲萍陳達,黃葉仲萍陳達著,匯美書社,978-988-99892-5-5,,,$,50.00,,,,,,香港,2008,,,
2008-10292,,牧師3.0 :林以諾牧師非常公私檔案,Chinese,,林以諾口述方芷晴撰文,文化會社,978-988-17175-8-0,,,$,77.00,,,,,,香港,2008,,Discovery好字為知,
2008-11447,,"物理探知:新高中銜接課程. 1,熱",Chinese,鍾錦堂葉耀輝,鍾錦堂葉耀輝著,時信出版(香港),978-988-218-068-0,,,$,50.00,,,,,,香港,2008,,,
2008-11448,,"物理探知:新高中銜接課程. 1,熱.教師手冊",Chinese,鍾錦堂葉耀輝,鍾錦堂葉耀輝著,時信出版(香港),978-988-218-070-3,,,,,,,,,,香港,2008,,,
2008-11449,,"物理探知:新高中銜接課程. 2,波動",Chinese,鍾錦堂葉耀輝,鍾錦堂葉耀輝著,時信出版(香港),978-988-218-069-7,,,$,40.00,,,,,,香港,2008,,,
2008-11450,,"物理探知:新高中銜接課程. 2,波動.教師手冊",Chinese,鍾錦堂葉耀輝,鍾錦堂葉耀輝著,時信出版(香港),978-988-218-071-0,,,,,,,,,,香港,2008,,,
2008-11661,Mechanism of interaction in the moving matter : the origin of gravitation,物質運行的相互作用機理:萬有引力的起源,Chinese,鄭勝明,鄭勝明著,中國科學藝術,978-988-17675-9-2,,,$,100.00,,,,,,香港,2008,21厘米141頁彩色插圖,中文內容以簡體字排版,
2008-12140,,狗dogs,Chinese,三輪士郎,三輪士郎著伊死譯,玉皇朝出版香港中文版,978-988-8012-12-1,,,$,35.00,,,,,,香港,2008,,,
2008-12522,,狗狗day day搭的士,Chinese,伍婉瑩,伍婉瑩著,六合企画,978-988-17567-3-2,,,$,68.00,,,,,,香港,2008,,貓式生活; 5,
2008-10898,,玫瑰的故事,Chinese,亦舒,亦舒著,天地,978-964-350-961-3,,,$,68.00,,,,,,香港,2008,,亦舒珍藏本,
2008-10932,,盲公陳牛年運程,Chinese,盲公陳,盲公陳著,玄機風水城,978-962-8024-10-0,,,$,55.00,,,,,,香港,2008,,,
2008-10215,,直至死亡將我們分開.第7集,Chinese,高樹宙,高樹宙原作Double S作畫黃美祺譯,玉皇朝出版香港中文版,978-988-8002-91-7,,,$,35.00,,,,,,香港,2008,,,
2008-10235,,直到除非,Chinese,蒲葦,蒲葦著,讀書好棧,978-988-17801-2-6,,,$,50.00,,,,,,香港,2008,,談情說愛,
2008-11189,,知而行．行而知:香港社會工作教育的反思與探索,Chinese,,梁麗清陳啟芳編,中文大學出版社,978-962-996-394-1,,,$,90.00,,,,,,香港,2008,,,
2008-12432,,社區發展與公民參與:俄勒岡實驗的啟示,Chinese,Christopher Alexander等,Christopher Alexander等著祁明真譯,商務,978-962-07-6406-6,,,$,58.00,,,,,,香港,2008,,,
2008-10112,,空行淨土,Chinese,格西格桑嘉措,格西格桑嘉措著,搭帕亞洲,978-988-98494-6-7,,,$,195.00,,,,,,香港,2007,,,
2008-12549,,花之都.第1集,Chinese,近藤隆史,近藤隆史著余奕龍譯,文化傳信香港中文版,978-962-8965-03-8,,,$,35.00,,,,,,香港,2008,,,
2008-12964,,花映金輝:湖南省第二屆花鳥畫展作品集,Chinese,,柯桐枝主編,中國圖書,978-988-17876-0-6,,,$,180.00,,,,,,香港,2008,,內容以簡體字排版,
2008-11546,,花與惡魔.第2期,Chinese,音久無,音久無著嚴思敏譯,天下香港中文版,978-988-215-790-3,,,$,30.00,,,,,,香港,2008,,,
2008-12126,,花與蝶.第5集,Chinese,上田美和,上田美和著李靜琪譯,玉皇朝出版香港中文版,978-988-8012-42-8,,,$,28.00,,,,,,香港,2008,,,
2008-10328,,花樣少年少女.第10期,Chinese,中条比紗也,中条比紗也著林秋英譯,天下香港中文愛藏版,978-988-215-724-8,,,$,38.00,,,,,,香港,2008,,,
2008-11587,,花樣少年少女.第11期,Chinese,中条比紗也,中条比紗也著林秋英譯,天下香港中文愛藏版,978-988-215-725-5,,,$,38.00,,,,,,香港,2008,,,
2008-11588,,花樣少年少女.第12期,Chinese,中条比紗也,中条比紗也著林秋英譯,天下香港中文愛藏版,978-988-215-726-2,,,$,38.00,,,,,,香港,2008,,,
2008-10226,,花樣男子. Vol. 1,Chinese,神尾葉子,神尾葉子著歐藹詩譯,玉皇朝出版香港中文完全版,978-962-8977-95-6,,,$,55.00,,,,,,香港,2008,,,
2008-10227,,花樣男子. Vol. 2,Chinese,神尾葉子,神尾葉子著歐藹詩譯,玉皇朝出版香港中文完全版,978-988-8002-67-2,,,$,55.00,,,,,,香港,2008,,,
2008-10228,,花樣男子. Vol. 3,Chinese,神尾葉子,神尾葉子著歐藹詩譯,玉皇朝出版香港中文完全版,978-988-8002-95-5,,,$,55.00,,,,,,香港,2008,,,
2008-12167,,花樣男子. Vol. 4,Chinese,神尾葉子,神尾葉子著歐藹詩譯,玉皇朝出版香港中文完全版,978-988-8012-25-1,,,$,55.00,,,,,,香港,2008,,,
2008-09895,,花貓和青蛙,Chinese,江李志豪,江李志豪著洪波插圖,青田教育中心第二版,978-962-563-833-1,,,$,15.00,,,,,,香港,2008,,我自己會讀叢書.橙; 8,
2008-11892,,花貓和青蛙,Chinese,江李志豪,江李志豪著洪波插圖1999香港青田教育中心,,962-563-201-8,,,$,15.00,,,,,,,,17厘米8頁彩圖(我自己會讀系列) (全語言學習系列),內容以簡體字排版,
2008-11083,Blossoming dessert,花の甜點,Chinese,麥潔兒編,麥潔兒編著,萬里機構.飲食天地,978-962-14-3769-3,,,$,78.00,,,,,,香港,2008,23厘米126頁彩色插圖,中英對照,
2008-09912,,表妹的巧克力豆,Chinese,江李志豪,江李志豪著洪波插圖,青田教育中心第二版,978-962-563-889-8,,,$,15.00,,,,,,香港,2008,,我自己會讀叢書.紫; 4,
2008-10939,,迎向光明,Chinese,Joseph Fort Newton,Joseph Fort Newton著周增祥譯,基督教文藝靈修版,978-962-294-192-2,,,$,75.00,,,,,,香港,2008,,靈修系列; 7,
2008-12244,,近代中國的史家與史學,Chinese,王汎森,王汎森著,三聯,978-962-04-2795-4,,,$,68.00,,,,,,香港,2008,,三聯人文書系,
2008-10465,,金色琴弦. 10,Chinese,吳由姬,吳由姬著翁蛉玲譯,東立香港中文版,978-962-955-565-8,,,$,30.00,,,,,,香港,2008,,,
2008-12271,,金剛般若波羅蜜經許月白寫本,Chinese,,,一葉,978-962-7287-52-0,,,$,1000.00,,,,,,香港,2007,,部分內容以英文排版,
2008-12525,,金剛番長. Vol. 1,Chinese,鈴木央,鈴木央著鍾阜康譯,文化傳信香港中文版,978-988-8007-28-8,,,$,30.00,,,,,,香港,2008,,,
2008-12908,,金華電力職工反腐倡廉書畫攝影優秀作品集,Chinese,,丁式謙主編,中國藝術出版社,978-988-17759-6-2,,精裝,$,120.00,,,,,,香港,2008,,內容以簡體字排版,
2008-12797,Metal powder report China (12.2008)香港榮格貿易出版,金屬粉末報告,Chinese,,,,,1998-3840,,$,250.00 12期,,,,,,,,30厘米14頁插圖(部份彩色)內容以簡體字排版,,
2008-11672,Life in the Tang Dynasty,長安時代:唐人生活史,Chinese,莊申,莊申著,香港大學美術博物館,978-962-8038-85-5,,精裝,$,250.00,,,,,,香港,2008,,,
2008-12379,,長河小學TSA中文科分類練習+模擬試卷. 3下,Chinese,姜崇傑編,姜崇傑編著,長河最新修訂版,978-962-8999-25-5,,,$,55.00,,,,,,香港,2008,29厘米頁碼不一插圖(部份彩色),附影音光碟1隻及鐳射光碟1隻,
2008-12660,,長河小學TSA中文科分類練習+模擬試卷. 4下,Chinese,陳夢夷編,陳夢夷編著,長河最新修訂版,978-962-8999-26-2,,,$,55.00,,,,,,香港,2008,29厘米頁碼不一插圖(部份彩色),附影音光碟1隻及鐳射光碟1隻,
